group_target,group_comp,tile_same,T1_same,T2_same,D1_same,D2_same,same2fold,same3fold,same4fold,same6fold,distance,user_id,task_id,correct
P4M,CM,False,False,False,True,False,False,True,False,True,5,A2NA2OJT15COZY,19676,1
PM,P3,False,False,True,True,True,True,False,True,True,3,A5EU1AQJNC7F2,45630,1
PMM,P3M1,False,False,False,False,True,False,False,True,True,3,A2NA2OJT15COZY,37258,1
P4M,PM,False,True,False,False,False,False,True,False,True,6,A5EU1AQJNC7F2,19742,1
P4M,PMM,False,True,True,False,False,True,True,False,True,3,A2NA2OJT15COZY,21523,1
P3,PMM,False,False,False,True,True,False,False,True,True,4,A5EU1AQJNC7F2,15146,1
P6M,P2,False,False,False,False,False,True,False,True,False,2,A2NA2OJT15COZY,1874,1
PMG,P2,False,False,False,True,True,True,True,True,True,4,A5EU1AQJNC7F2,32561,1
PGG,PM,True,False,False,True,True,False,True,True,True,2,A5EU1AQJNC7F2,31256,1
P6,P2,False,True,True,True,True,True,False,True,False,1,A2NA2OJT15COZY,5055,0
CMM,P4M,False,False,False,True,True,True,True,False,True,2,A5EU1AQJNC7F2,27793,1
P2,P4G,False,False,False,False,False,True,True,False,True,2,A2NA2OJT15COZY,50783,1
P31M,P6M,True,True,True,False,False,False,True,True,False,1,A5EU1AQJNC7F2,8974,0
PM,P4M,False,True,False,False,False,False,True,False,True,6,A5EU1AQJNC7F2,45710,1
PG,P3M1,False,False,True,False,True,True,False,True,True,3,A2NA2OJT15COZY,43661,1
P4,PGG,False,False,False,True,True,True,True,False,True,4,A5EU1AQJNC7F2,25303,0
PG,PGG,True,True,False,True,True,False,True,True,True,1,A2NA2OJT15COZY,43903,0
PM,PG,True,False,True,True,True,True,True,True,True,1,A5EU1AQJNC7F2,45992,1
P4,P3M1,False,True,True,False,True,False,False,False,True,4,A5EU1AQJNC7F2,25089,1
P4G,P3,False,False,False,False,False,False,False,False,True,4,A2NA2OJT15COZY,18742,0
PM,P3M1,False,False,True,False,True,True,False,True,True,2,A5EU1AQJNC7F2,46210,1
PMG,P6,False,False,False,True,True,True,False,True,False,4,A2NA2OJT15COZY,33324,1
P31M,PMM,False,True,True,True,True,False,False,True,True,3,A5EU1AQJNC7F2,7466,0
CM,PM,False,False,True,False,True,True,True,True,True,1,A5EU1AQJNC7F2,39566,1
PG,P3,False,False,True,True,True,True,False,True,True,2,A2NA2OJT15COZY,43065,1
PG,P31M,False,False,False,True,True,True,False,True,True,3,A2NA2OJT15COZY,44244,0
P3M1,PG,False,False,True,False,True,True,False,True,True,3,A5EU1AQJNC7F2,10750,1
P4M,P3,False,False,False,False,False,False,False,False,True,5,A2NA2OJT15COZY,21938,1
P4G,CM,False,False,False,True,False,False,True,False,True,4,A5EU1AQJNC7F2,17752,0
P4,P4M,True,False,False,False,False,True,True,True,True,2,A5EU1AQJNC7F2,23922,1
P4G,P4,True,False,False,False,False,True,True,True,True,1,A2NA2OJT15COZY,16898,0
PG,P3M1,False,False,True,False,True,True,False,True,True,3,A5EU1AQJNC7F2,41746,1
P4M,PMG,False,False,True,False,False,True,True,False,True,4,A5EU1AQJNC7F2,22157,1
P2,P4M,False,False,False,False,False,True,True,False,True,3,A2NA2OJT15COZY,50179,1
PMG,CM,False,False,False,False,True,False,True,True,True,1,A5EU1AQJNC7F2,33097,1
P3,PG,False,False,True,True,True,True,False,True,True,2,A5EU1AQJNC7F2,13950,1
CMM,P1,False,True,True,False,False,False,True,True,True,4,A2NA2OJT15COZY,26850,1
PG,PM,True,False,True,True,True,True,True,True,True,1,A5EU1AQJNC7F2,43431,0
PGG,P31M,False,False,False,True,True,False,False,True,True,3,A5EU1AQJNC7F2,30180,1
P2,PGG,False,False,False,True,True,True,True,True,True,3,A2NA2OJT15COZY,48389,1
P4G,P31M,False,False,False,False,False,False,False,False,True,3,A5EU1AQJNC7F2,18675,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A2NA2OJT15COZY,36747,0
PG,P2,False,False,True,True,True,False,True,True,True,2,A5EU1AQJNC7F2,42190,1
PGG,P4,False,False,False,True,True,True,True,False,True,4,A5EU1AQJNC7F2,31675,1
PMG,P4,False,False,False,True,True,True,True,False,True,4,A2NA2OJT15COZY,32294,1
P6M,P6,True,False,False,False,False,True,True,True,True,1,A5EU1AQJNC7F2,30,1
P3,P4G,False,False,False,False,False,False,False,False,True,4,A2NA2OJT15COZY,12990,1
P6,PGG,False,False,False,True,True,True,False,True,False,4,A5EU1AQJNC7F2,6088,1
P4,P3,False,True,True,True,True,False,False,False,True,3,A2NA2OJT15COZY,24519,0
P3M1,PM,False,False,True,False,True,True,False,True,True,2,A5EU1AQJNC7F2,12048,1
PMM,P3,False,False,False,True,True,False,False,True,True,4,A2NA2OJT15COZY,36039,1
P6M,P4M,False,True,True,True,True,True,False,False,False,3,A5EU1AQJNC7F2,2762,0
P1,P6,False,True,True,True,True,False,False,True,False,2,A2NA2OJT15COZY,53823,1
P1,P3M1,False,True,True,False,True,True,False,True,True,2,A5EU1AQJNC7F2,52620,1
P4M,P2,False,False,False,False,False,True,True,False,True,3,A2NA2OJT15COZY,20420,1
P31M,P4,False,False,False,True,True,False,False,False,True,4,A5EU1AQJNC7F2,7302,0
P1,P31M,False,False,False,True,True,True,False,True,True,2,A5EU1AQJNC7F2,52591,0
P31M,CM,False,False,False,False,True,True,False,True,True,1,A2NA2OJT15COZY,8777,1
P4,P6M,False,False,False,False,False,True,False,False,False,3,A5EU1AQJNC7F2,22414,1
PM,CM,False,False,True,False,True,True,True,True,True,1,A2NA2OJT15COZY,47841,1
PMG,PMM,True,False,True,True,True,True,True,True,True,1,A5EU1AQJNC7F2,34973,1
PM,P4M,False,True,False,False,False,False,True,False,True,6,A2NA2OJT15COZY,45694,1
CM,CMM,True,True,True,True,False,False,True,True,True,3,A5EU1AQJNC7F2,41285,0
PM,P6M,False,True,False,False,False,False,False,True,False,3,A2NA2OJT15COZY,47379,1
PG,PMM,True,False,False,True,True,False,True,True,True,3,A5EU1AQJNC7F2,43967,1
CM,PG,False,False,True,False,True,True,True,True,True,2,A2NA2OJT15COZY,40832,1
P2,P31M,False,False,False,True,True,False,False,True,True,3,A5EU1AQJNC7F2,50667,1
P3M1,PGG,False,False,False,False,True,False,False,True,True,3,A2NA2OJT15COZY,9941,1
PM,P4,False,False,True,True,True,False,True,False,True,4,A5EU1AQJNC7F2,47672,1
P2,P3M1,False,True,True,False,True,False,False,True,True,3,A2NA2OJT15COZY,48153,1
P2,PGG,False,False,False,True,True,True,True,True,True,3,A5EU1AQJNC7F2,50956,1
PMG,P2,False,False,False,True,True,True,True,True,True,4,A2NA2OJT15COZY,33211,1
PMM,P6M,False,True,True,False,False,True,False,True,False,2,A5EU1AQJNC7F2,35201,1
P4M,PGG,False,False,False,False,False,True,True,False,True,5,A2NA2OJT15COZY,21447,1
P6M,P3,True,False,False,False,False,False,True,True,False,2,A5EU1AQJNC7F2,1412,1
P6,PMM,False,False,False,True,True,True,False,True,False,3,A2NA2OJT15COZY,6175,1
CMM,P4,False,True,True,False,False,True,True,False,True,2,A5EU1AQJNC7F2,27815,1
P4,PM,False,False,True,True,True,False,True,False,True,4,A2NA2OJT15COZY,25505,1
P6,PG,False,False,True,True,True,False,False,True,False,3,A5EU1AQJNC7F2,4963,0
P6,P4M,False,False,False,False,False,True,False,False,False,4,A5EU1AQJNC7F2,4704,1
P4,P6,False,True,True,True,True,True,False,False,False,2,A2NA2OJT15COZY,24365,1
P6M,CM,False,False,False,True,False,False,False,True,False,2,A5EU1AQJNC7F2,3021,1
PG,PM,True,False,True,True,True,True,True,True,True,1,A2NA2OJT15COZY,42793,1
CMM,PM,False,False,True,False,False,False,True,True,True,4,A5EU1AQJNC7F2,28706,1
P3M1,PG,False,False,True,False,True,True,False,True,True,3,A2NA2OJT15COZY,10723,1
P4M,PMM,False,True,True,False,False,True,True,False,True,3,A5EU1AQJNC7F2,21524,1
PG,P4G,False,True,False,False,False,False,True,False,True,4,A2NA2OJT15COZY,44372,1
P4M,CMM,False,False,False,True,True,True,True,False,True,2,A5EU1AQJNC7F2,20775,1
CMM,PG,False,False,True,False,False,False,True,True,True,4,A2NA2OJT15COZY,26756,1
CM,P6,False,True,True,False,True,False,False,True,False,3,A5EU1AQJNC7F2,40397,1
PGG,P3,False,False,False,True,True,False,False,True,True,3,A2NA2OJT15COZY,29606,0
P2,PM,False,False,True,True,True,False,True,True,True,3,A5EU1AQJNC7F2,50487,1
PM,P4,False,False,True,True,True,False,True,False,True,4,A2NA2OJT15COZY,47677,1
CM,PG,False,False,True,False,True,True,True,True,True,2,A5EU1AQJNC7F2,39524,1
P6M,P3,True,False,False,False,False,False,True,True,False,2,A2NA2OJT15COZY,800,1
P6M,PMG,False,False,True,False,False,True,False,True,False,3,A5EU1AQJNC7F2,375,1
P6,PMM,False,False,False,True,True,True,False,True,False,3,A5EU1AQJNC7F2,3640,1
P3M1,P4G,False,False,False,True,False,False,False,False,True,3,A2NA2OJT15COZY,10433,1
P4G,PG,False,True,False,False,False,False,True,False,True,4,A5EU1AQJNC7F2,16497,1
PMM,CMM,False,False,False,False,False,True,True,True,True,1,A2NA2OJT15COZY,35549,0
PMG,CMM,False,False,False,False,False,True,True,True,True,2,A5EU1AQJNC7F2,34245,1
P31M,CMM,False,False,False,False,False,False,False,True,True,2,A2NA2OJT15COZY,8611,1
P4,P3,False,True,True,True,True,False,False,False,True,3,A5EU1AQJNC7F2,24489,0
PGG,P3M1,False,False,False,False,True,False,False,True,True,3,A2NA2OJT15COZY,30222,1
P6M,PG,False,False,False,False,False,False,False,True,False,4,A5EU1AQJNC7F2,2404,1
PMG,P1,False,False,False,True,True,False,True,True,True,3,A2NA2OJT15COZY,32625,1
P6M,PM,False,True,False,False,False,False,False,True,False,3,A5EU1AQJNC7F2,1814,1
P1,P4G,False,False,False,False,False,False,True,False,True,3,A5EU1AQJNC7F2,51434,1
P3,PGG,False,False,False,True,True,False,False,True,True,3,A2NA2OJT15COZY,13156,1
PM,P6M,False,True,False,False,False,False,False,True,False,3,A5EU1AQJNC7F2,46754,1
PM,P6,False,False,True,True,True,False,False,True,False,4,A2NA2OJT15COZY,46156,1
P3M1,PGG,False,False,False,False,True,False,False,True,True,3,A5EU1AQJNC7F2,9956,1
P4,PG,False,False,True,True,True,False,True,False,True,3,A5EU1AQJNC7F2,24192,0
PGG,PG,True,True,False,True,True,False,True,True,True,1,A2NA2OJT15COZY,31848,1
P3,P31M,True,False,False,True,True,True,True,True,True,1,A5EU1AQJNC7F2,12885,0
P4M,P1,False,False,False,False,False,False,True,False,True,4,A2NA2OJT15COZY,21725,1
PMG,P31M,False,False,True,True,True,False,False,True,True,2,A5EU1AQJNC7F2,32112,1
PMM,PMG,True,False,True,True,True,True,True,True,True,1,A5EU1AQJNC7F2,37559,1
PM,P1,False,False,True,True,True,True,True,True,True,2,A2NA2OJT15COZY,46698,1
P1,PMM,False,False,False,True,True,False,True,True,True,4,A5EU1AQJNC7F2,52930,1
P4M,PG,False,False,False,False,False,False,True,False,True,5,A2NA2OJT15COZY,22254,1
P4M,P1,False,False,False,False,False,False,True,False,True,4,A5EU1AQJNC7F2,19840,1
PMG,P3M1,False,False,False,False,True,False,False,True,True,2,A2NA2OJT15COZY,33404,1
P31M,CM,False,False,False,False,True,True,False,True,True,1,A5EU1AQJNC7F2,9426,1
PM,CMM,False,False,True,False,False,False,True,True,True,4,A5EU1AQJNC7F2,45790,1
P3,P1,False,True,True,True,True,True,False,True,True,1,A2NA2OJT15COZY,15961,1
CM,P31M,False,False,False,False,True,True,False,True,True,1,A5EU1AQJNC7F2,39141,1
P6,PG,False,False,True,True,True,False,False,True,False,3,A2NA2OJT15COZY,3704,1
PMG,P3M1,False,False,False,False,True,False,False,True,True,2,A5EU1AQJNC7F2,34049,1
P6,P1,False,True,True,True,True,False,False,True,False,2,A2NA2OJT15COZY,4451,1
P6M,P1,False,False,False,False,False,False,False,True,False,3,A5EU1AQJNC7F2,3184,1
P6,P31M,True,False,False,True,True,False,True,True,False,2,A2NA2OJT15COZY,3256,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A5EU1AQJNC7F2,36107,0
PMG,PG,True,True,False,True,True,False,True,True,True,2,A2NA2OJT15COZY,33125,1
CMM,P4M,False,False,False,True,True,True,True,False,True,2,A2NA2OJT15COZY,28413,1
P2,P1,True,True,True,True,True,False,True,True,True,1,A5EU1AQJNC7F2,49910,1
P6M,PMM,False,True,True,False,False,True,False,True,False,2,A5EU1AQJNC7F2,2997,0
P3,P31M,True,False,False,True,True,True,True,True,True,1,A2NA2OJT15COZY,13535,0
P6,P4G,False,False,False,False,False,True,False,False,False,3,A5EU1AQJNC7F2,4648,1
P6M,PG,False,False,False,False,False,False,False,True,False,4,A2NA2OJT15COZY,3057,1
PMG,P6M,False,False,True,False,False,True,False,True,False,3,A5EU1AQJNC7F2,33945,1
P3,CM,False,True,True,False,True,True,False,True,True,2,A2NA2OJT15COZY,14547,1
P3M1,P4G,False,False,False,True,False,False,False,False,True,3,A5EU1AQJNC7F2,11684,1
P4M,P6M,False,True,True,True,True,True,False,False,False,3,A5EU1AQJNC7F2,19844,1
PMM,P6,False,False,False,True,True,True,False,True,False,3,A2NA2OJT15COZY,36546,1
PG,P4M,False,False,False,False,False,False,True,False,True,5,A5EU1AQJNC7F2,42513,1
P3,CM,False,True,True,False,True,True,False,True,True,2,A5EU1AQJNC7F2,13262,0
CMM,P2,False,True,True,False,False,True,True,True,True,3,A2NA2OJT15COZY,26812,1
CMM,P6M,False,False,False,True,True,True,False,True,False,1,A5EU1AQJNC7F2,26241,1
PGG,P4M,False,False,False,False,False,True,True,False,True,5,A5EU1AQJNC7F2,29043,1
PMM,PM,True,True,False,True,True,False,True,True,True,3,A5EU1AQJNC7F2,37016,1
P4M,P2,False,False,False,False,False,True,True,False,True,3,A5EU1AQJNC7F2,21073,1
P6M,P3M1,True,False,False,True,False,False,True,True,False,1,A5EU1AQJNC7F2,102,1
PG,P6,False,False,True,True,True,False,False,True,False,3,A5EU1AQJNC7F2,41646,1
PG,PGG,True,True,False,True,True,False,True,True,True,1,A5EU1AQJNC7F2,42635,0
P4G,CMM,False,False,False,True,True,True,True,False,True,1,A5EU1AQJNC7F2,16922,1
P2,PG,False,False,True,True,True,False,True,True,True,2,A5EU1AQJNC7F2,50480,1
P6,P31M,True,False,False,True,True,False,True,True,False,2,A5EU1AQJNC7F2,5187,0
P4G,P3,False,False,False,False,False,False,False,False,True,4,A5EU1AQJNC7F2,18726,0
PMM,CMM,False,False,False,False,False,True,True,True,True,1,A5EU1AQJNC7F2,37447,1
PGG,P6,False,False,False,True,True,True,False,True,False,4,A5EU1AQJNC7F2,30141,1
P2,PMM,False,False,False,True,True,True,True,True,True,4,A5EU1AQJNC7F2,48467,1
P6,P3M1,True,True,True,False,True,False,True,True,False,2,A5EU1AQJNC7F2,5870,0
P2,CMM,False,True,True,False,False,True,True,True,True,3,A5EU1AQJNC7F2,48326,1
PMG,P4M,False,False,True,False,False,True,True,False,True,4,A5EU1AQJNC7F2,33522,1
P4,P6,False,True,True,True,True,True,False,False,False,2,A5EU1AQJNC7F2,24391,1
P4,PM,False,False,True,True,True,False,True,False,True,4,A5EU1AQJNC7F2,23575,1
P4M,P4G,True,False,False,True,True,True,True,True,True,1,A5EU1AQJNC7F2,20058,1
PG,P6M,False,False,False,False,False,False,False,True,False,4,A5EU1AQJNC7F2,42884,1
PMM,P1,False,False,False,True,True,False,True,True,True,4,A5EU1AQJNC7F2,36451,1
P4G,P2,False,False,False,False,False,True,True,False,True,2,A5EU1AQJNC7F2,18505,0
CMM,PGG,False,False,False,False,False,True,True,True,True,3,A5EU1AQJNC7F2,27861,1
P31M,PM,False,True,False,True,True,True,False,True,True,2,A5EU1AQJNC7F2,8865,1
P3,PMG,False,False,False,True,True,False,False,True,True,3,A5EU1AQJNC7F2,15744,1
P2,CM,False,True,True,False,True,False,True,True,True,4,A5EU1AQJNC7F2,49138,1
P4M,PG,False,False,False,False,False,False,True,False,True,5,A5EU1AQJNC7F2,20979,1
PG,PMG,True,True,False,True,True,False,True,True,True,2,A5EU1AQJNC7F2,43281,0
P3,P2,False,True,True,True,True,False,False,True,True,2,A5EU1AQJNC7F2,14665,0
P4G,PM,False,False,False,False,False,False,True,False,True,5,A5EU1AQJNC7F2,17836,1
P3M1,PMG,False,False,False,False,True,False,False,True,True,2,A5EU1AQJNC7F2,12550,1
CMM,PMG,False,False,False,False,False,True,True,True,True,2,A5EU1AQJNC7F2,27904,1
PG,CM,False,False,True,False,True,True,True,True,True,2,A5EU1AQJNC7F2,43373,1
CM,P4M,False,False,False,True,False,False,True,False,True,5,A5EU1AQJNC7F2,39959,1
P1,PGG,False,False,False,True,True,False,True,True,True,2,A5EU1AQJNC7F2,52857,1
P3,P4,False,True,True,True,True,False,False,False,True,3,A5EU1AQJNC7F2,14350,1
P4G,P6M,False,False,False,True,True,True,False,False,False,2,A5EU1AQJNC7F2,17954,1
PGG,PMM,True,False,False,True,True,True,True,True,True,2,A5EU1AQJNC7F2,30503,1
P4G,PMG,False,True,False,False,False,True,True,False,True,3,A5EU1AQJNC7F2,18287,1
P6,P1,False,True,True,True,True,False,False,True,False,2,A5EU1AQJNC7F2,5758,1
P3,P4G,False,False,False,False,False,False,False,False,True,4,A5EU1AQJNC7F2,14909,1
P6,PMG,False,False,False,True,True,True,False,True,False,4,A2NA2OJT15COZY,4219,1
PM,PG,True,False,True,True,True,True,True,True,True,1,A2NA2OJT15COZY,45333,1
P4G,PGG,False,True,True,False,False,True,True,False,True,4,A2NA2OJT15COZY,18899,1
P3,CMM,False,True,True,False,False,False,False,True,True,3,A2NA2OJT15COZY,15643,0
CM,P4,False,True,True,False,True,False,True,False,True,5,A2NA2OJT15COZY,40623,1
P4,P31M,False,False,False,True,True,False,False,False,True,4,A2NA2OJT15COZY,23762,1
CMM,PGG,False,False,False,False,False,True,True,True,True,3,A2NA2OJT15COZY,25956,1
P4,PMM,False,False,False,True,True,True,True,False,True,3,A2NA2OJT15COZY,22824,1
PMM,PGG,True,False,False,True,True,True,True,True,True,2,A2NA2OJT15COZY,36231,1
PM,P3M1,False,False,True,False,True,True,False,True,True,2,A2NA2OJT15COZY,47506,1
P4M,PM,False,True,False,False,False,False,True,False,True,6,A2NA2OJT15COZY,20379,1
P3M1,P4,False,True,True,False,True,False,False,False,True,4,A2NA2OJT15COZY,10517,1
P1,P3M1,False,True,True,False,True,True,False,True,True,2,A2NA2OJT15COZY,51975,1
P3M1,P31M,True,False,False,False,True,True,True,True,True,1,A2NA2OJT15COZY,10963,1
PGG,P1,False,False,False,True,True,False,True,True,True,2,A2NA2OJT15COZY,30697,0
P3M1,P4M,False,False,False,True,False,False,False,False,True,4,A2NA2OJT15COZY,9816,1
PMG,P6M,False,False,True,False,False,True,False,True,False,3,A2NA2OJT15COZY,33933,1
P4,P4M,True,False,False,False,False,True,True,True,True,2,A2NA2OJT15COZY,23291,1
P4,CM,False,True,True,False,True,False,True,False,True,5,A2NA2OJT15COZY,23512,1
CM,P6M,False,False,False,True,False,False,False,True,False,2,A2NA2OJT15COZY,40335,1
P3M1,CM,False,True,True,True,True,True,False,True,True,1,A2NA2OJT15COZY,10697,1
P3,P4M,False,False,False,False,False,False,False,False,True,5,A2NA2OJT15COZY,14944,1
P3,P6M,True,False,False,False,False,False,True,True,False,2,A2NA2OJT15COZY,14115,1
PMG,P3,False,False,False,True,True,False,False,True,True,3,A2NA2OJT15COZY,32182,1
P6M,P4G,False,False,False,True,True,True,False,False,False,2,A2NA2OJT15COZY,2726,1
P6M,CMM,False,False,False,True,True,True,False,True,False,1,A2NA2OJT15COZY,2850,1
P1,PMM,False,False,False,True,True,False,True,True,True,4,A2NA2OJT15COZY,52286,0
PG,CM,False,False,True,False,True,True,True,True,True,2,A2NA2OJT15COZY,42117,1
P2,PG,False,False,True,True,True,False,True,True,True,2,A2NA2OJT15COZY,51117,1
P4,PMG,False,False,False,True,True,True,True,False,True,4,A2NA2OJT15COZY,25351,0
PG,P6M,False,False,False,False,False,False,False,True,False,4,A2NA2OJT15COZY,42252,0
CM,P4M,False,False,False,True,False,False,True,False,True,5,A2NA2OJT15COZY,41207,1
P1,P2,True,True,True,True,True,False,True,True,True,1,A2NA2OJT15COZY,51805,0
PMM,P6M,False,True,True,False,False,True,False,True,False,2,A2NA2OJT15COZY,37132,1
P4G,CM,False,False,False,True,False,False,True,False,True,4,A2NA2OJT15COZY,17082,1
P6,CMM,False,True,True,False,False,True,False,True,False,2,A2NA2OJT15COZY,3485,1
P4,P6M,False,False,False,False,False,True,False,False,False,3,A2NA2OJT15COZY,24996,1
P31M,P4,False,False,False,True,True,False,False,False,True,4,A2NA2OJT15COZY,7945,1
P3M1,P3,True,True,True,False,True,True,True,True,True,1,A2NA2OJT15COZY,12299,0
P3M1,CMM,False,True,True,True,False,False,False,True,True,2,A2NA2OJT15COZY,9905,1
P1,CMM,False,True,True,False,False,False,True,True,True,4,A2NA2OJT15COZY,54094,1
P2,CM,False,True,True,False,True,False,True,True,True,4,A2NA2OJT15COZY,51054,1
PGG,CM,False,False,False,False,True,False,True,True,True,2,A2NA2OJT15COZY,31812,1
PGG,CMM,False,False,False,False,False,True,True,True,True,3,A2NA2OJT15COZY,29130,1
PGG,PM,True,False,False,True,True,False,True,True,True,2,A2NA2OJT15COZY,31250,1
P4G,P4M,True,False,False,True,True,True,True,True,True,1,A2NA2OJT15COZY,16865,1
P4,P3M1,False,True,True,False,True,False,False,False,True,4,A2NA2OJT15COZY,22523,1
PGG,P4G,False,True,True,False,False,True,True,False,True,4,A2NA2OJT15COZY,29007,0
CM,CMM,True,True,True,True,False,False,True,True,True,3,A2NA2OJT15COZY,40014,1
PG,P6,False,False,True,True,True,False,False,True,False,3,A2NA2OJT15COZY,44226,1
CM,P3M1,False,True,True,True,True,True,False,True,True,1,A2NA2OJT15COZY,39802,0
P4,P4G,True,False,False,False,False,True,True,True,True,1,A2NA2OJT15COZY,22627,1
P4M,P31M,False,True,True,False,False,False,False,False,True,4,A2NA2OJT15COZY,21235,1
P6M,P6,True,False,False,False,False,True,True,True,True,1,A2NA2OJT15COZY,642,1
P2,CMM,False,True,True,False,False,True,True,True,True,3,A2NA2OJT15COZY,49607,1
PG,P1,False,False,True,True,True,True,True,True,True,1,A2NA2OJT15COZY,42219,0
CM,P3,False,True,True,False,True,True,False,True,True,2,A2NA2OJT15COZY,39875,0
PGG,P4M,False,False,False,False,False,True,True,False,True,5,A2NA2OJT15COZY,30972,1
P2,PMM,False,False,False,True,True,True,True,True,True,4,A2NA2OJT15COZY,48458,1
P4G,PMG,False,True,False,False,False,True,True,False,True,3,A2NA2OJT15COZY,17012,1
PMM,PMG,True,False,True,True,True,True,True,True,True,1,A2NA2OJT15COZY,36905,1
PGG,P31M,False,False,False,True,True,False,False,True,True,3,A2NA2OJT15COZY,29526,1
P3,P3M1,True,True,True,False,True,True,True,True,True,1,A2NA2OJT15COZY,13589,0
P1,P3,False,True,True,True,True,True,False,True,True,1,A2NA2OJT15COZY,51395,0
CMM,PM,False,False,True,False,False,False,True,True,True,4,A2NA2OJT15COZY,26127,1
P4G,P6M,False,False,False,True,True,True,False,False,False,2,A2NA2OJT15COZY,16661,1
P6M,P4,False,False,False,False,False,True,False,False,False,3,A2NA2OJT15COZY,1546,1
P4M,P4G,True,False,False,True,True,True,True,True,True,1,A2NA2OJT15COZY,20711,1
PGG,PMG,True,True,False,True,True,True,True,True,True,1,A2NA2OJT15COZY,29170,1
PM,P2,False,False,True,True,True,False,True,True,True,3,A2NA2OJT15COZY,47943,1
P6,P3M1,True,True,True,False,True,False,True,True,False,2,A2NA2OJT15COZY,3959,0
P2,P4,False,True,True,True,True,True,True,False,True,1,A2NA2OJT15COZY,48314,1
P2,PM,False,False,True,True,True,False,True,True,True,3,A2NA2OJT15COZY,49206,1
P1,P4,False,True,True,True,True,False,True,False,True,2,A2NA2OJT15COZY,52144,1
PMM,P31M,False,True,True,True,True,False,False,True,True,3,A2NA2OJT15COZY,37217,1
P31M,P3M1,True,False,False,False,True,True,True,True,True,1,A2NA2OJT15COZY,7146,0
P6,P4G,False,False,False,False,False,True,False,False,False,3,A2NA2OJT15COZY,3379,1
P4,P1,False,True,True,True,True,False,True,False,True,2,A2NA2OJT15COZY,23649,1
P3M1,PM,False,False,True,False,True,True,False,True,True,2,A2NA2OJT15COZY,10780,1
P4G,P31M,False,False,False,False,False,False,False,False,True,3,A2NA2OJT15COZY,18008,1
PMG,PMM,True,False,True,True,True,True,True,True,True,1,A2NA2OJT15COZY,33080,1
CMM,P6,False,True,True,False,False,True,False,True,False,2,A2NA2OJT15COZY,26302,1
CMM,P3M1,False,True,True,True,False,False,False,True,True,2,A2NA2OJT15COZY,25754,1
P4M,CMM,False,False,False,True,True,True,True,False,True,2,A2NA2OJT15COZY,22058,1
P4G,PM,False,False,False,False,False,False,True,False,True,5,A2NA2OJT15COZY,19081,1
P1,P31M,False,False,False,True,True,True,False,True,True,2,A2NA2OJT15COZY,52568,1
PG,PMM,True,False,False,True,True,False,True,True,True,3,A2NA2OJT15COZY,43977,1
P2,P6,False,True,True,True,True,True,False,True,False,1,A2NA2OJT15COZY,48698,1
PMG,P4M,False,False,True,False,False,True,True,False,True,4,A2NA2OJT15COZY,32920,1
P1,P4M,False,False,False,False,False,False,True,False,True,4,A2NA2OJT15COZY,51445,1
P31M,PGG,False,False,False,True,True,False,False,True,True,3,A2NA2OJT15COZY,7393,1
CM,P6,False,True,True,False,True,False,False,True,False,3,A2NA2OJT15COZY,38444,1
P6,P6M,True,False,False,False,False,True,True,True,True,1,A2NA2OJT15COZY,5121,0
P6,P3,True,True,True,True,True,False,True,True,False,1,A2NA2OJT15COZY,5888,1
PG,P4,False,False,True,True,True,False,True,False,True,3,A2NA2OJT15COZY,43816,1
P3,PM,False,False,True,True,True,True,False,True,True,3,A2NA2OJT15COZY,13338,1
P4,PGG,False,False,False,True,True,True,True,False,True,4,A2NA2OJT15COZY,25301,1
P2,PMG,False,False,False,True,True,True,True,True,True,4,A2NA2OJT15COZY,49080,1
PG,PMG,True,True,False,True,True,False,True,True,True,2,A2NA2OJT15COZY,44584,1
PGG,P6M,False,False,False,False,False,True,False,True,False,4,A2NA2OJT15COZY,29458,1
P3,PG,False,False,True,True,True,True,False,True,True,2,A2NA2OJT15COZY,13931,1
P6M,P1,False,False,False,False,False,False,False,True,False,3,A2NA2OJT15COZY,3174,1
P6M,PGG,False,False,False,False,False,True,False,True,False,4,A2NA2OJT15COZY,2883,1
P4M,P3M1,False,False,False,True,False,False,False,False,True,4,A2NA2OJT15COZY,21252,1
PMG,PGG,True,True,False,True,True,True,True,True,True,1,A2NA2OJT15COZY,32380,1
PG,CMM,False,False,True,False,False,False,True,True,True,4,A2NA2OJT15COZY,42587,1
P3M1,PMG,False,False,False,False,True,False,False,True,True,2,A2NA2OJT15COZY,11258,1
P4,P2,False,True,True,True,True,True,True,False,True,1,A2NA2OJT15COZY,24891,1
P31M,PMG,False,False,True,True,True,False,False,True,True,2,A2NA2OJT15COZY,8720,1
P2,P31M,False,False,False,True,True,False,False,True,True,3,A2NA2OJT15COZY,50006,1
P4G,P3M1,False,False,False,True,False,False,False,False,True,3,A2NA2OJT15COZY,18697,1
P3M1,P1,False,True,True,False,True,True,False,True,True,2,A2NA2OJT15COZY,11497,1
PMG,P31M,False,False,True,True,True,False,False,True,True,2,A2NA2OJT15COZY,34002,1
CMM,P31M,False,False,False,False,False,False,False,True,True,2,A2NA2OJT15COZY,26348,1
P6M,CM,False,False,False,True,False,False,False,True,False,2,A2NA2OJT15COZY,3013,1
