group_target,group_comp,rot_same,ref_same,gref_same,tile_same,user_id,task_id,distance,accuracy
 P3M1,P31M,TRUE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,12244,1,1
 P6,PGG,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,4818,4,1
 PG,P4,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,44471,3,0
 P4M,CMM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,20781,2,0
 PM,PMG,FALSE,TRUE,FALSE,TRUE,A1THCV9EM7E9P5,46496,2,0
 P3M1,CMM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,11198,2,0
 P3M1,CMM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,11198,2,0
 P3M1,CMM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,11198,2,0
 P2,P1,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,49248,1,0
 P6,P3,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,3357,1,0
 P2,PGG,TRUE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,48384,3,0
 PMM,P6,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,35898,3,0
 PM,P6,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,46776,4,1
 PGG,PM,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,30637,2,0
 P4M,PMG,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,20876,4,0
 PM,CM,TRUE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,45315,1,0
 PMG,PMM,TRUE,TRUE,FALSE,TRUE,A1THCV9EM7E9P5,34976,1,1
 P31M,P4,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,9228,4,0
 P2,P6,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,48060,1,0
 P3M1,CM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,11345,1,0
 P1,PMG,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,52273,3,0
 P4,PGG,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,24666,4,1
 P1,P3M1,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,51968,2,1
 P1,P3M1,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,51968,2,0
 PM,P3M1,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,47507,2,1
 P4G,CMM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,18871,1,0
 P4,PM,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,24862,4,0
 P1,P2,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,53731,1,1
 PM,P6M,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,46092,3,1
 P3M1,PM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,12710,2,0
 P3,P4G,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,14277,4,1
 P6,P4M,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,3428,4,1
 P31M,PG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,8828,3,1
 P4G,P4,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,17521,1,0
 P6,P4G,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,5320,3,0
 P4,P6M,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,24337,3,0
 PG,CM,TRUE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,44645,2,1
 PMG,P6M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,33950,3,1
 P6M,P2,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,563,2,1
 PG,PM,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,42151,1,1
 P3M1,P6M,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,10271,1,0
 PMG,P2,TRUE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,32584,4,1
 PMG,P31M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,32729,2,1
 P2,P3,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,48817,2,0
 CMM,PMG,TRUE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,26619,2,1
 P1,CM,TRUE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,54247,3,0
 P4G,P6M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,16672,2,1
 PM,P3,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,47537,3,1
 CM,PMG,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,40115,1,0
 PMM,PG,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,37637,3,1
 P1,P4,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,53418,2,1
 PMG,CM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,33102,1,1
 P4G,P3,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,17441,4,0
 CM,P4G,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,41164,4,0
 CM,PMM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,40130,2,1
 P31M,P1,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,8960,2,1
 P4,P1,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,25572,2,0
 PMG,P4M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,33535,4,0
 P6,CM,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,4932,3,1
 PG,P31M,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,44263,3,1
 P3M1,PG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,12019,3,1
 P31M,P6M,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,8966,1,1
 CM,P6,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,39750,3,1
 P6M,P3,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,1415,2,1
 P3,PMG,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,13180,3,1
 P3M1,P6,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,9664,2,1
 PM,CMM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,47057,4,0
 P1,P6M,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,53122,3,1
 PM,P4,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,46399,4,0
 PMG,P4,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,34204,4,1
 P4M,PGG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,19530,5,0
 P2,PG,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,51117,2,0
 P6,P1,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,3829,2,1
 P6M,P4,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,2806,3,0
 PM,P4G,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,46932,5,1
 P4G,PGG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,18886,4,0
 P4M,PMM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,21541,3,0
 CMM,P3,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,26401,3,0
 PMM,P1,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,37755,4,1
 CM,CMM,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,38760,3,0
 PGG,P6M,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,28820,4,1
 P31M,PMG,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,7410,2,0
 P31M,P4M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,7909,4,1
 PMG,P3M1,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,32797,2,1
 P3,P31M,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,12896,1,0
 P6,P6M,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,3211,1,1
 PMM,P31M,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,37860,3,1
 P3,CMM,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,14371,3,1
 PG,PGG,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,41996,1,0
 P2,PM,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,51160,3,0
 P6M,P3M1,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,100,1,0
 P4,P31M,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,24417,4,0
 CM,P6M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,39705,2,1
 PG,P2,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,42172,2,0
 P3,P4,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,13718,3,1
 P4G,PMG,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,16362,3,1
 CMM,P31M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,26336,2,1
 P3,PMM,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,15147,4,1
 CMM,PM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,28077,4,1
 PGG,P6,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,30155,4,1
 P6,P3M1,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,3926,2,1
 P1,CMM,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,54082,4,1
 CM,P1,TRUE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,39661,3,0
 P1,P6,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,51262,2,0
 PMM,CMM,TRUE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,36199,1,0
 P6,PMM,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,6179,3,1
 P3,PG,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,13284,2,1
 CM,P3M1,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,40454,1,0
 P6M,P6,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,1949,1,0
 PG,P3,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,44325,2,1
 CM,PGG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,40071,2,1
 P6,P31M,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,3885,2,0
 PM,PG,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,45971,1,1
 PMG,P1,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,32604,3,0
 P3M1,P2,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,12115,3,0
 PG,P6,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,42304,3,1
 PGG,P2,TRUE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,30658,3,1
 PM,P31M,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,45550,2,1
 PG,P6M,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,42269,4,1
 PM,P1,TRUE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,45407,2,1
 P4G,PMM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,18340,2,1
 P3,CM,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,13885,2,1
 P31M,PM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,7585,2,1
 CMM,P3M1,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,27672,2,1
 PM,P2,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,46016,3,0
 P31M,CMM,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,9241,2,1
 PG,P4M,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,41868,5,1
 P3,P2,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,15285,2,0
 P4M,P31M,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,20577,4,1
 PGG,P1,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,31342,2,1
 PG,P3M1,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,43668,3,1
 P4,CM,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,25425,5,0
 P1,P3,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,52641,1,0
 PMG,P3,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,34750,3,1
 PMM,PM,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,37649,3,1
 CMM,P1,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,28767,4,0
 P2,PMG,TRUE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,49067,4,0
 P4M,P3,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,20016,5,1
 P3M1,PGG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,9928,3,1
 CMM,P2,TRUE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,28090,3,1
 CMM,PG,FALSE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,26120,4,0
 PMG,PG,FALSE,FALSE,TRUE,TRUE,A1THCV9EM7E9P5,35046,2,0
 P3,P3M1,TRUE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,13570,1,0
 P4M,P3M1,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,19974,4,1
 PMG,P4G,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,34141,3,0
 P2,PMM,TRUE,FALSE,TRUE,FALSE,A1THCV9EM7E9P5,48454,4,1
 P6,CMM,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,6046,2,1
 PMM,P4M,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,38032,3,1
 P6M,P31M,FALSE,TRUE,TRUE,TRUE,A1THCV9EM7E9P5,710,1,1
 PMG,PM,FALSE,TRUE,FALSE,TRUE,A1THCV9EM7E9P5,33200,2,1
 P31M,P4G,FALSE,TRUE,TRUE,FALSE,A1THCV9EM7E9P5,7202,3,1
 P1,P4M,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,52750,4,0
 P3M1,P4,FALSE,FALSE,FALSE,FALSE,A1THCV9EM7E9P5,9860,4,0
 P31M,P6,FALSE,FALSE,FALSE,TRUE,A1THCV9EM7E9P5,9017,2,1
 P31M,PMM,FALSE,TRUE,FALSE,FALSE,A1THCV9EM7E9P5,7441,3,1
 PMM,PGG,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,36846,2,1
 PGG,PM,FALSE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,30615,2,1
 CMM,PGG,TRUE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,25940,3,1
 CMM,P6M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,26243,1,0
 P1,P4M,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,54016,4,1
 CM,P4G,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,38633,4,1
 PMG,P4G,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,33497,3,1
 P31M,PM,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,7593,2,0
 PGG,P2,TRUE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,31949,3,0
 P6M,P4M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,2130,3,1
 P3M1,CM,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,12606,1,1
 PMG,P4,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,34211,4,0
 P2,P1,FALSE,TRUE,TRUE,TRUE,A1N35VV9QURKHX,51176,1,0
 P4,P1,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,24945,2,1
 P6M,PM,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,1187,3,1
 P6M,P4G,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,2114,2,1
 P6,P1,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,5097,2,1
 PMG,P1,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,32617,3,0
 PM,P1,TRUE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,46696,2,0
 PGG,CMM,TRUE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,30401,3,1
 CM,PG,TRUE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,39538,2,1
 P3M1,PG,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,12036,3,1
 PG,P4G,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,43082,4,1
 PG,PMG,FALSE,FALSE,TRUE,TRUE,A1N35VV9QURKHX,42007,2,0
 P2,P6M,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,49288,2,1
 CM,P31M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,39136,1,0
 P4M,PMG,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,19579,4,1
 CM,CMM,FALSE,TRUE,TRUE,TRUE,A1N35VV9QURKHX,41296,3,1
 P1,P6M,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,53135,3,1
 PM,PG,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,46627,1,0
 PMG,P31M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,33392,2,1
 PGG,P1,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,30693,2,1
 P4G,P3,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,17452,4,1
 P4M,P31M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,19951,4,1
 PG,P31M,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,42357,3,1
 P3,P31M,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,12905,1,1
 P6M,P3,FALSE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,2702,2,1
 PG,P4,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,43835,3,0
 CM,P4,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,38711,5,1
 P6,PMG,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,4210,4,1
 PM,P31M,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,46179,2,1
 P4G,P31M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,16757,3,1
 PG,PM,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,42789,1,1
 P3,P2,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,15959,2,1
 PGG,P3,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,29000,3,1
 P2,CM,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,48481,4,1
 P4M,P3,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,21948,5,1
 PM,P3M1,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,46237,2,1
 CMM,P31M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,26348,2,1
 PG,P1,TRUE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,42237,1,0
 PGG,P4,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,30387,4,1
 PGG,P6,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,31404,4,1
 P2,P4,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,48298,1,1
 P6,P4G,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,3393,3,1
 P3,P6M,FALSE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,13450,2,1
 P4G,CMM,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,18239,1,0
 P4G,P4,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,17546,1,0
 P6,CMM,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,5431,2,0
 PM,P6,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,45490,4,0
 P6M,PMG,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,2930,3,1
 P2,PM,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,49849,3,0
 PMG,CMM,TRUE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,33618,2,1
 PG,PMM,FALSE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,43335,3,1
 P6,CM,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,3657,3,1
 CM,P3,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,38586,2,0
 P4M,P6M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,20501,3,1
 P1,PGG,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,51586,2,1
 P1,PGG,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,51586,2,1
 P31M,P3M1,TRUE,TRUE,TRUE,TRUE,A1N35VV9QURKHX,6481,1,1
 P4M,PGG,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,20170,5,1
 PMG,P3,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,32820,3,1
 PMG,P3,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,32820,3,1
 P6M,CMM,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,1574,1,1
 P31M,P4G,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,8489,3,1
 PG,P4M,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,41867,5,1
 CM,P6,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,39119,3,0
 P4M,CM,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,21564,5,1
 P4G,PM,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,16558,5,1
 P2,PG,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,50479,2,0
 P4M,PM,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,21023,6,1
 P6M,P4,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,911,3,1
 PG,P2,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,42833,2,1
 P4G,P4M,TRUE,TRUE,TRUE,TRUE,A1N35VV9QURKHX,18762,1,1
 PGG,PMG,TRUE,FALSE,TRUE,TRUE,A1N35VV9QURKHX,29197,1,1
 PG,P3M1,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,43649,3,1
 CMM,P6,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,28211,2,1
 CMM,P6,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,28211,2,1
 P6,P6M,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,5158,1,1
 P6,P31M,FALSE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,3261,2,0
 P6,P31M,FALSE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,3261,2,0
 P31M,PMM,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,8096,3,0
 P4,PG,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,23534,3,1
 P4,PG,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,23534,3,1
 PG,P6M,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,42911,4,1
 PG,P6M,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,42911,4,1
 PMG,PM,FALSE,TRUE,FALSE,TRUE,A1N35VV9QURKHX,33189,2,1
 P4G,PMG,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,18940,3,1
 CM,P2,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,40891,4,0
 CM,P2,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,40891,4,0
 PGG,P3M1,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,29562,3,1
 PMM,P3,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,36653,4,1
 PG,P3,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,41766,2,1
 P31M,P4,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,7960,4,0
 P31M,P4,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,7960,4,0
 CM,P6M,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,40323,2,1
 PMG,PG,FALSE,FALSE,TRUE,TRUE,A1N35VV9QURKHX,33767,2,0
 PGG,P31M,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,30196,3,1
 P4M,P3M1,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,19354,4,1
 P3,P4M,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,14311,5,1
 P2,P4M,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,50839,3,1
 P4M,PG,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,19711,5,1
 P4M,PG,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,19711,5,1
 P4M,PG,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,19711,5,1
 P4,PGG,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,22759,4,1
 PMM,CM,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,36291,2,0
 P3M1,P3,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,11018,1,1
 PMM,P4M,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,37382,3,1
 CM,PMG,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,38829,1,1
 P6M,P6,TRUE,FALSE,FALSE,TRUE,A1N35VV9QURKHX,1947,1,0
 CMM,P4G,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,28394,1,1
 P1,PM,TRUE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,51775,2,1
 CM,P3M1,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,40455,1,1
 P2,P31M,FALSE,FALSE,FALSE,FALSE,A1N35VV9QURKHX,49361,3,1
 P2,PMM,TRUE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,49736,4,1
 P3M1,P4G,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,12340,3,1
 P1,PMM,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,52318,4,1
 P3M1,PMG,FALSE,TRUE,TRUE,FALSE,A1N35VV9QURKHX,11271,2,1
 PMM,P31M,FALSE,TRUE,FALSE,FALSE,A1N35VV9QURKHX,37854,3,1
 PMM,P1,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,35832,4,1
 P3,PM,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,14639,3,0
 PMM,P4,FALSE,FALSE,TRUE,FALSE,A1N35VV9QURKHX,36150,3,1
