group_target,group_comp,rot_same,ref_same,gref_same,tile_same,user_id,task_id,distance,accuracy
 PM,P4M,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,46995,6,1
 P2,P4,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,50204,1,1
 CM,P4M,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,40580,5,0
 PM,P31M,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,44916,2,1
 P3,PMG,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,14451,3,1
 P3M1,P4G,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,10436,3,1
 PM,PMG,FALSE,TRUE,FALSE,TRUE,A3V70AZ39FPZ5V,46512,2,1
 CM,P4,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,38698,5,1
 P6M,P2,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,1843,2,1
 P4G,P4,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,17523,1,1
 P31M,P6,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,7112,2,1
 P6,PM,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,5025,4,1
 P4,CMM,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,24629,2,1
 P3M1,P3,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,9736,1,1
 PMG,P3M1,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,34069,2,1
 PG,CM,TRUE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,42754,2,1
 P2,PGG,TRUE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,48377,3,0
 P1,P6M,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,51204,3,1
 P4M,P2,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,22328,3,1
 CMM,P31M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,26330,2,1
 PMG,P1,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,35182,3,1
 P4G,P6M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,17953,2,1
 P6,PGG,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,3554,4,1
 CMM,P4M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,27784,2,1
 P3M1,PG,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,10735,3,1
 P31M,P3M1,TRUE,TRUE,TRUE,TRUE,A2K34PD27VKGYG,6499,1,0
 P4G,P31M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,18667,3,1
 CM,PG,TRUE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,41465,2,1
 PG,P6M,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,44169,4,0
 P6,CMM,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,3487,2,1
 P2,PG,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,49183,2,1
 P1,P31M,FALSE,FALSE,FALSE,FALSE,AUAN582MLI96N,51311,2,1
 P1,PG,TRUE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,53669,1,0
 P6,CMM,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,4776,2,0
 PMG,PMM,TRUE,TRUE,FALSE,TRUE,AUAN582MLI96N,34991,1,1
 PGG,PMG,TRUE,FALSE,TRUE,TRUE,A3V70AZ39FPZ5V,30453,1,1
 PGG,PMM,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,29218,2,1
 PMG,CMM,TRUE,TRUE,TRUE,FALSE,AUAN582MLI96N,34909,2,1
 P6,PMG,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,6128,4,1
 P3,P1,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,15338,1,1
 P6M,CM,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,1084,2,0
 PM,P6,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,44873,4,1
 PM,P2,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,45379,3,1
 CMM,P4G,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,28398,1,1
 P6,P3,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,5902,1,1
 P31M,P4M,FALSE,TRUE,TRUE,FALSE,AUAN582MLI96N,8554,4,1
 PGG,P31M,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,29532,3,1
 PMM,P1,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,37734,4,1
 P6M,P6,TRUE,FALSE,FALSE,TRUE,AUAN582MLI96N,1299,1,1
 PMM,P3,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,35392,4,0
 PMG,PM,FALSE,TRUE,FALSE,TRUE,A3V70AZ39FPZ5V,34454,2,1
 PGG,P6,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,29494,4,1
 P4,P2,FALSE,TRUE,TRUE,FALSE,AUAN582MLI96N,25536,1,1
 PMG,P4,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,34214,4,1
 P31M,P3,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,8453,1,0
 PMM,P4,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,37418,3,1
 P31M,CMM,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,7323,2,1
 P4M,P2,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,22351,3,0
 P4M,P31M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,20564,4,1
 P3M1,P4G,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,12332,3,0
 P3M1,CM,FALSE,TRUE,TRUE,FALSE,AUAN582MLI96N,10709,1,1
 CM,P4M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,40571,5,1
 PG,P6,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,41650,3,0
 PMM,P6,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,37185,3,1
 P4,P3M1,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,24472,4,1
 PGG,P4,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,31669,4,1
 P3M1,PMM,FALSE,TRUE,FALSE,FALSE,AUAN582MLI96N,11924,3,0
 P2,P31M,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,49369,3,1
 P4G,P2,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,19160,2,1
 P6,P4G,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,3382,3,0
 P6,P2,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,5709,1,1
 PMM,P4G,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,36696,2,1
 CMM,P2,TRUE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,26802,3,1
 PGG,P31M,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,30802,3,0
 PMM,P3,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,37283,4,1
 CMM,PMM,TRUE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,27953,1,1
 P2,PM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,51138,3,0
 P4,P31M,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,25049,4,1
 PMM,P3M1,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,37882,3,1
 P31M,CM,FALSE,TRUE,TRUE,FALSE,AUAN582MLI96N,9430,1,0
 CM,CMM,FALSE,TRUE,TRUE,TRUE,A2K34PD27VKGYG,40667,3,0
 P1,P2,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,52446,1,1
 CMM,P4G,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,26462,1,1
 PMM,PG,FALSE,FALSE,FALSE,TRUE,AUAN582MLI96N,36991,3,1
 PMM,P4,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,38070,3,1
 PG,P3M1,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,43664,3,1
 P3,PMM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,13879,4,1
 P1,PMM,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,52923,4,1
 CM,PMM,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,38861,2,1
 P4G,CMM,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,18235,1,1
 P3M1,PMM,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,11941,3,1
 P6,P31M,FALSE,FALSE,FALSE,TRUE,AUAN582MLI96N,5197,2,1
 P31M,PMM,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,8114,3,1
 P2,P4M,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,50811,3,1
 P1,P6M,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,51217,3,1
 P3,PGG,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,14420,3,1
 P4G,P3,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,18083,4,1
 P4,P3,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,25145,3,0
 P1,CMM,FALSE,FALSE,FALSE,FALSE,AUAN582MLI96N,53471,4,0
 P3,P4G,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,14892,4,1
 P6,PMG,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,4859,4,1
 P6,P4M,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,5339,4,1
 P3M1,P6,FALSE,FALSE,FALSE,TRUE,AUAN582MLI96N,11578,2,1
 P6M,PGG,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,982,4,1
 P4M,PM,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,20367,6,1
 P3M1,P31M,TRUE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,9686,1,1
 P4,PGG,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,24676,4,1
 PG,P6,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,43589,3,1
 P3M1,P6,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,9669,2,1
 P31M,P6M,FALSE,TRUE,TRUE,TRUE,A2K34PD27VKGYG,7045,1,1
 P2,P3,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,48194,2,0
 PG,P4G,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,43742,4,1
 PM,P6,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,46773,4,1
 PMM,P4,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,35483,3,0
 PG,CMM,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,41944,4,1
 P31M,P2,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,8274,3,0
 PMG,P6,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,34616,4,1
 P1,CM,TRUE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,54271,3,1
 P1,PGG,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,52234,2,1
 P2,P3M1,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,48791,3,0
 P4M,P6,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,21831,4,1
 P1,CM,TRUE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,52961,3,1
 PM,P3M1,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,44936,2,1
 P6M,P4M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,2771,3,1
 P3,P31M,TRUE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,13553,1,1
 P3,P2,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,14648,2,0
 P31M,PG,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,7554,3,0
 P4M,PMM,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,22199,3,0
 CM,P3,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,38580,2,0
 PG,P1,TRUE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,44139,1,1
 P4G,P3M1,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,18719,3,1
 P3,P4G,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,12973,4,1
 PMG,PMM,TRUE,TRUE,FALSE,TRUE,A3V70AZ39FPZ5V,34979,1,1
 PMM,CM,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,38221,2,0
 P6M,P3,FALSE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,2051,2,1
 P1,PMM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,52283,4,1
 PG,P4M,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,41878,5,1
 P3M1,P3,TRUE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,11010,1,1
 PG,P4,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,41895,3,1
 P1,P3,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,51379,1,1
 P3,PG,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,15866,2,1
 P2,CMM,TRUE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,50276,3,1
 P4,PMG,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,24719,4,1
 P1,PM,TRUE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,54333,2,1
 P2,P4G,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,49509,2,1
 P4G,CMM,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,18842,1,1
 CMM,PMG,TRUE,TRUE,TRUE,FALSE,AUAN582MLI96N,28545,2,0
 P6,PGG,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,4189,4,0
 P3,PG,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,14563,2,1
 PGG,P4,FALSE,TRUE,FALSE,FALSE,AUAN582MLI96N,31652,4,1
 PM,CMM,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,45778,4,1
 P4G,P6,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,17974,3,1
 P1,P4G,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,53968,3,1
 P3,CM,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,15173,2,0
 PGG,P3,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,30253,3,0
 P3,P6M,FALSE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,13471,2,1
 P2,PMG,TRUE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,50351,4,0
 P6M,P4G,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,200,2,1
 PM,P1,TRUE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,46687,2,1
 P31M,P3,TRUE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,9117,1,1
 PMG,P3,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,33466,3,1
 P3,P2,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,13394,2,1
 P4M,P4,TRUE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,21395,2,1
 CM,P1,TRUE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,39642,3,1
 CMM,PM,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,28076,4,1
 PG,PMG,FALSE,FALSE,TRUE,TRUE,A3V70AZ39FPZ5V,43947,2,0
 P1,P6,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,52559,2,0
 P4G,P6,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,17969,3,1
 P4,CM,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,24772,5,0
 P1,P3,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,52673,1,0
 P4,PMM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,22837,3,1
 P6M,P4,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,2823,3,0
 P3,P3M1,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,14201,1,1
 P3M1,P31M,TRUE,TRUE,TRUE,TRUE,A2K34PD27VKGYG,9687,1,0
 PMG,CMM,TRUE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,32339,2,1
 PG,PM,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,44715,1,0
 PGG,CMM,TRUE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,29141,3,1
 P4M,P1,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,19834,4,1
 P3,P4M,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,14921,5,1
 P4M,CM,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,19655,5,1
 P6M,PMM,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,1720,2,1
 P1,P4,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,53426,2,1
 P6,PMM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,4276,3,1
 P4M,P4,TRUE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,20091,2,1
 P3M1,P6M,FALSE,TRUE,TRUE,TRUE,A2K34PD27VKGYG,10889,1,1
 P6M,P3,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,153,2,1
 P6,PMM,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,6185,3,1
 CMM,P4,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,28464,2,1
 PMG,CM,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,34384,1,0
 PMG,CM,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,34381,1,1
 CM,PGG,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,39413,2,1
 P4M,P6,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,19252,4,1
 P6,P3M1,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,5845,2,1
 PMG,PG,FALSE,FALSE,TRUE,TRUE,A3V70AZ39FPZ5V,35058,2,1
 PG,PMG,FALSE,FALSE,TRUE,TRUE,A2K34PD27VKGYG,43943,2,1
 P4M,P3,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,21304,5,1
 PG,P6M,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,41633,4,1
 P6M,P31M,FALSE,TRUE,TRUE,TRUE,A2K34PD27VKGYG,715,1,1
 P6,P4,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,6027,2,1
 P3,P1,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,15990,1,1
 P2,PGG,TRUE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,49004,3,1
 PG,P3,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,42439,2,0
 PMG,P4G,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,32846,3,1
 P4M,PMG,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,20229,4,1
 P1,P4G,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,51434,3,1
 P2,P1,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,49898,1,1
 PMG,P6M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,33941,3,1
 PM,CM,TRUE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,45922,1,1
 PMM,P1,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,35817,4,1
 P6M,P4M,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,2792,3,0
 P3M1,P6M,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,10915,1,1
 CMM,P1,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,26214,4,1
 PG,P4M,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,43798,5,1
 CMM,PMM,TRUE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,28573,1,1
 PMM,CMM,TRUE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,38083,1,1
 P31M,PM,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,6934,2,1
 P4G,P1,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,19197,3,1
 PG,CMM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,41928,4,1
 P4,P6,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,23091,2,1
 P31M,P4,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,7936,4,0
 PMM,PG,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,38275,3,1
 PMG,PM,FALSE,TRUE,FALSE,TRUE,A2K34PD27VKGYG,33191,2,0
 PGG,P6M,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,30743,4,1
 P6,P31M,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,5163,2,0
 P2,P6M,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,49287,2,1
 P6M,P3M1,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,93,1,1
 P4,P6M,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,22402,3,1
 P3M1,PG,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,10082,3,1
 CM,PM,TRUE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,39573,1,1
 P6,P3M1,FALSE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,3935,2,1
 PMM,P6,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,35910,3,0
 P31M,PGG,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,7374,3,1
 CM,P2,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,40241,4,0
 P4,PM,FALSE,FALSE,TRUE,FALSE,AUAN582MLI96N,24871,4,1
 PG,P4G,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,41824,4,1
 P2,P4,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,50205,1,0
 PMM,P31M,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,36562,3,1
 CMM,P4M,FALSE,TRUE,TRUE,FALSE,AUAN582MLI96N,27154,2,0
 CMM,P6M,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,27550,1,1
 P3,PM,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,13359,3,1
 CM,P6M,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,39702,2,1
 P1,PGG,FALSE,TRUE,FALSE,FALSE,AUAN582MLI96N,53504,2,1
 PMM,CMM,TRUE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,36801,1,1
 P2,PMG,TRUE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,49697,4,1
 P3,P4,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,13715,3,1
 P2,P3,FALSE,TRUE,TRUE,FALSE,AUAN582MLI96N,48178,2,1
 CM,P31M,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,40421,1,1
 P2,CMM,TRUE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,50907,3,1
 P4M,PG,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,22243,5,1
 PMM,CM,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,36314,2,1
 PMG,P2,TRUE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,34514,4,1
 PGG,P4M,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,30342,5,1
 CM,P3M1,FALSE,TRUE,TRUE,FALSE,A2K34PD27VKGYG,39831,1,0
 P4M,P3M1,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,19360,4,1
 P1,P4,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,52153,2,1
 PGG,P2,TRUE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,31308,3,1
 P6M,P4,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,2199,3,1
 P2,P3M1,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,50681,3,1
 P4,P4M,TRUE,FALSE,FALSE,TRUE,A2K34PD27VKGYG,24597,2,0
 CMM,PMG,TRUE,TRUE,TRUE,FALSE,A22ZVWOXT5JNNU,28522,2,1
 P3M1,PMG,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,10617,2,1
 PG,PMM,FALSE,FALSE,FALSE,TRUE,A3V70AZ39FPZ5V,42056,3,1
 P2,P3M1,FALSE,FALSE,FALSE,FALSE,A22ZVWOXT5JNNU,48763,3,0
 PMM,P4G,FALSE,TRUE,FALSE,FALSE,A2K34PD27VKGYG,36695,2,1
 P6M,P1,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,615,3,1
 P31M,P6M,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,8994,1,0
 P4M,P6M,FALSE,TRUE,TRUE,FALSE,A22ZVWOXT5JNNU,20508,3,1
 P6M,PM,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,3086,3,1
 CM,PMG,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,38820,1,0
 P6,CM,FALSE,FALSE,FALSE,FALSE,A2K34PD27VKGYG,4939,3,0
 P4G,P2,FALSE,FALSE,FALSE,FALSE,A22ZVWOXT5JNNU,17222,2,1
 PMM,PMG,TRUE,TRUE,FALSE,TRUE,A3V70AZ39FPZ5V,35625,1,0
 P4M,CMM,FALSE,TRUE,TRUE,FALSE,A22ZVWOXT5JNNU,21436,2,1
 P6,P1,FALSE,TRUE,TRUE,FALSE,A3V70AZ39FPZ5V,5731,2,1
 PM,P4G,FALSE,TRUE,FALSE,FALSE,A3V70AZ39FPZ5V,45003,5,1
 P3M1,P31M,TRUE,TRUE,TRUE,TRUE,A22ZVWOXT5JNNU,11601,1,1
 PM,P2,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,46026,3,0
 P1,P31M,FALSE,FALSE,FALSE,FALSE,A3V70AZ39FPZ5V,53842,2,1
 PGG,PG,FALSE,TRUE,TRUE,TRUE,A22ZVWOXT5JNNU,31205,1,1
 PG,PGG,FALSE,TRUE,TRUE,TRUE,A3V70AZ39FPZ5V,41984,1,1
 PMM,PMG,TRUE,TRUE,FALSE,TRUE,A22ZVWOXT5JNNU,38196,1,1
 P4M,PGG,FALSE,FALSE,TRUE,FALSE,A3V70AZ39FPZ5V,19523,5,1
 P4,PMM,FALSE,FALSE,TRUE,FALSE,A2K34PD27VKGYG,24736,3,1
 P6M,P4,FALSE,FALSE,FALSE,FALSE,A22ZVWOXT5JNNU,2818,3,1
