group_target,group_comp,tile_same,T1_same,T2_same,D1_same,D2_same,same2fold,same3fold,same4fold,same6fold,distance,user_id,task_id,correct
P6,PGG,False,False,False,True,True,True,False,True,False,4,A3KYFEDDBCFQU1,3530,1
P3M1,PGG,False,False,False,False,True,False,False,True,True,3,A3KYFEDDBCFQU1,9931,1
CMM,P4G,False,False,False,True,True,True,True,False,True,1,A3KYFEDDBCFQU1,27103,1
P6,PMM,False,False,False,True,True,True,False,True,False,3,A3KYFEDDBCFQU1,6176,0
P3,P4G,False,False,False,False,False,False,False,False,True,4,A3KYFEDDBCFQU1,14905,1
P3M1,P31M,True,False,False,False,True,True,True,True,True,1,A1U3KTAUMV7QKT,12270,1
P4,CMM,False,True,True,False,False,True,True,False,True,2,A1U3KTAUMV7QKT,23972,1
P3M1,P31M,True,False,False,False,True,True,True,True,True,1,A3KYFEDDBCFQU1,11634,0
P1,PGG,False,False,False,True,True,False,True,True,True,2,A1U3KTAUMV7QKT,52239,1
P3,P6,True,True,True,True,True,False,True,True,False,1,A3KYFEDDBCFQU1,14777,1
P6,P4M,False,False,False,False,False,True,False,False,False,4,A1U3KTAUMV7QKT,5995,1
CM,PMM,False,False,False,False,True,False,True,True,True,2,A3KYFEDDBCFQU1,41419,1
PGG,P2,False,False,False,True,True,True,True,True,True,3,A1U3KTAUMV7QKT,31306,1
P4G,P1,False,False,False,False,False,False,True,False,True,3,A3KYFEDDBCFQU1,18522,1
P6,PMM,False,False,False,True,True,True,False,True,False,3,A1U3KTAUMV7QKT,6170,1
PG,PMG,True,True,False,True,True,False,True,True,True,2,A1U3KTAUMV7QKT,42660,1
P4,P2,False,True,True,True,True,True,True,False,True,1,A3KYFEDDBCFQU1,22969,0
PGG,PMM,True,False,False,True,True,True,True,True,True,2,A1BNR1ZAF1QGWG,31787,1
CM,PMG,False,False,False,False,True,False,True,True,True,1,A1U3KTAUMV7QKT,39448,1
CMM,PGG,False,False,False,False,False,True,True,True,True,3,A3KYFEDDBCFQU1,28512,1
P3M1,PGG,False,False,False,False,True,False,False,True,True,3,A1BNR1ZAF1QGWG,10597,1
P3,P2,False,True,True,True,True,False,False,True,True,2,A1U3KTAUMV7QKT,15296,0
P2,PGG,False,False,False,True,True,True,True,True,True,3,A1BNR1ZAF1QGWG,49655,1
P3,PMG,False,False,False,True,True,False,False,True,True,3,A3KYFEDDBCFQU1,14475,0
P6M,PG,False,False,False,False,False,False,False,True,False,4,A1U3KTAUMV7QKT,1128,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A1BNR1ZAF1QGWG,36723,0
P3M1,P1,False,True,True,False,True,True,False,True,True,2,A3KYFEDDBCFQU1,10236,0
P6,P6M,True,False,False,False,False,True,True,True,True,1,A1U3KTAUMV7QKT,3221,0
P3M1,PMM,False,False,False,False,True,False,False,True,True,3,A1BNR1ZAF1QGWG,12596,0
CM,PG,False,False,True,False,True,True,True,True,True,2,A3KYFEDDBCFQU1,41475,1
P1,P3M1,False,True,True,False,True,True,False,True,True,2,A1U3KTAUMV7QKT,53904,1
P6M,PGG,False,False,False,False,False,True,False,True,False,4,A1BNR1ZAF1QGWG,981,1
P4,P1,False,True,True,True,True,False,True,False,True,2,A3KYFEDDBCFQU1,24940,1
PMM,PMG,True,False,True,True,True,True,True,True,True,1,A1U3KTAUMV7QKT,36275,1
PMM,PMG,True,False,True,True,True,True,True,True,True,1,A1BNR1ZAF1QGWG,36884,1
PMG,PG,True,True,False,True,True,False,True,True,True,2,A1BNR1ZAF1QGWG,35046,1
PMG,P6,False,False,False,True,True,True,False,True,False,4,A1U3KTAUMV7QKT,33999,1
PM,PGG,True,False,False,True,True,False,True,True,True,2,A3KYFEDDBCFQU1,46456,1
P6M,P4G,False,False,False,True,True,True,False,False,False,2,A1BNR1ZAF1QGWG,828,1
P1,PMM,False,False,False,True,True,False,True,True,True,4,A1U3KTAUMV7QKT,54222,1
CM,P1,False,True,True,False,True,True,True,True,True,3,A3KYFEDDBCFQU1,40948,1
P3,PGG,False,False,False,True,True,False,False,True,True,3,A1BNR1ZAF1QGWG,15077,1
P2,CMM,False,True,True,False,False,True,True,True,True,3,A1U3KTAUMV7QKT,49635,1
PMG,P4,False,False,False,True,True,True,True,False,True,4,A3KYFEDDBCFQU1,34862,1
P4M,P6,False,False,False,False,False,True,False,False,False,4,A1BNR1ZAF1QGWG,19920,1
P4M,P1,False,False,False,False,False,False,True,False,True,4,A1U3KTAUMV7QKT,22387,1
PM,P4M,False,True,False,False,False,False,True,False,True,6,A3KYFEDDBCFQU1,45066,1
P4G,P6M,False,False,False,True,True,True,False,False,False,2,A1BNR1ZAF1QGWG,17946,1
CM,P31M,False,False,False,False,True,True,False,True,True,1,A1U3KTAUMV7QKT,39782,1
P2,P31M,False,False,False,True,True,False,False,True,True,3,AAD9C0GORA5TZ,49374,1
P3M1,CM,False,True,True,True,True,True,False,True,True,1,A3KYFEDDBCFQU1,11321,1
P4,P2,False,True,True,True,True,True,True,False,True,1,A1BNR1ZAF1QGWG,24885,0
P4G,PGG,False,True,True,False,False,True,True,False,True,4,A1U3KTAUMV7QKT,16354,0
P6,P4M,False,False,False,False,False,True,False,False,False,4,AAD9C0GORA5TZ,4052,1
P1,P3,False,True,True,True,True,True,False,True,True,1,A3KYFEDDBCFQU1,52671,1
CM,P2,False,True,True,False,True,False,True,True,True,4,A1BNR1ZAF1QGWG,40893,0
CMM,P4G,False,False,False,True,True,True,True,False,True,1,A1U3KTAUMV7QKT,27090,1
PMG,P31M,False,False,True,True,True,False,False,True,True,2,AAD9C0GORA5TZ,32087,0
P4M,P2,False,False,False,False,False,True,True,False,True,3,A1BNR1ZAF1QGWG,22329,1
CM,PM,False,False,True,False,True,True,True,True,True,1,A3KYFEDDBCFQU1,38926,1
PMG,P4M,False,False,True,False,False,True,True,False,True,4,A1U3KTAUMV7QKT,33560,1
CM,PMG,False,False,False,False,True,False,True,True,True,1,AAD9C0GORA5TZ,41379,1
PG,P4,False,False,True,True,True,False,True,False,True,3,A1BNR1ZAF1QGWG,44460,0
P3,CMM,False,True,True,False,False,False,False,True,True,3,AAD9C0GORA5TZ,15662,1
P6M,P2,False,False,False,False,False,True,False,True,False,2,A1U3KTAUMV7QKT,3157,1
P2,P4M,False,False,False,False,False,True,True,False,True,3,A3KYFEDDBCFQU1,50173,1
PMM,P3M1,False,False,False,False,True,False,False,True,True,3,AAD9C0GORA5TZ,36610,1
CM,P4,False,True,True,False,True,False,True,False,True,5,A1BNR1ZAF1QGWG,38697,1
P4G,P4,True,False,False,False,False,True,True,True,True,1,A1U3KTAUMV7QKT,17556,1
P6M,CM,False,False,False,True,False,False,False,True,False,2,AAD9C0GORA5TZ,2371,1
PMM,P31M,False,True,True,True,True,False,False,True,True,3,A1BNR1ZAF1QGWG,37203,1
CMM,P4,False,True,True,False,False,True,True,False,True,2,A3KYFEDDBCFQU1,25897,1
P3,P4M,False,False,False,False,False,False,False,False,True,5,A1U3KTAUMV7QKT,14319,1
CMM,P31M,False,False,False,False,False,False,False,True,True,2,AAD9C0GORA5TZ,26995,1
P4G,P6M,False,False,False,True,True,True,False,False,False,2,A2XM6C78S9L8UG,16037,0
P4M,PMG,False,False,True,False,False,True,True,False,True,4,A3KYFEDDBCFQU1,21502,1
P1,PMG,False,False,False,True,True,False,True,True,True,3,A1U3KTAUMV7QKT,51629,1
P2,P3M1,False,True,True,False,True,False,False,True,True,3,AAD9C0GORA5TZ,49413,1
P3M1,PM,False,False,True,False,True,True,False,True,True,2,A2XM6C78S9L8UG,10770,1
P3,CM,False,True,True,False,True,True,False,True,True,2,A3KYFEDDBCFQU1,14527,0
P6,P3M1,True,True,True,False,True,False,True,True,False,2,AAD9C0GORA5TZ,5224,0
PGG,PMM,True,False,False,True,True,True,True,True,True,2,A1U3KTAUMV7QKT,29220,1
CMM,P1,False,True,True,False,False,False,True,True,True,4,AAD9C0GORA5TZ,27516,1
P6,P4M,False,False,False,False,False,True,False,False,False,4,A3KYFEDDBCFQU1,5982,1
PG,PGG,True,True,False,True,True,False,True,True,True,1,A2XM6C78S9L8UG,43242,0
PGG,P6,False,False,False,True,True,True,False,True,False,4,A1BNR1ZAF1QGWG,30794,0
P2,PM,False,False,True,True,True,False,True,True,True,3,A1U3KTAUMV7QKT,51151,1
PGG,P3,False,False,False,True,True,False,False,True,True,3,AAD9C0GORA5TZ,30905,1
P6,P4G,False,False,False,False,False,True,False,False,False,3,A2AO7QP5THYKQF,3392,1
P31M,PG,False,False,False,True,True,True,False,True,True,3,A3KYFEDDBCFQU1,8179,1
PG,P3M1,False,False,True,False,True,True,False,True,True,3,A2XM6C78S9L8UG,44299,1
P6M,CM,False,False,False,True,False,False,False,True,False,2,A1BNR1ZAF1QGWG,1729,1
CMM,PGG,False,False,False,False,False,True,True,True,True,3,AAD9C0GORA5TZ,27210,1
P6M,PMG,False,False,True,False,False,True,False,True,False,3,A1U3KTAUMV7QKT,385,1
PMM,P2,False,False,False,True,True,True,True,True,True,4,AAD9C0GORA5TZ,38322,0
P4M,CM,False,False,False,True,False,False,True,False,True,5,A1BNR1ZAF1QGWG,19658,1
P4,P6M,False,False,False,False,False,True,False,False,False,3,A3KYFEDDBCFQU1,23061,1
PG,PM,True,False,True,True,True,True,True,True,True,1,A1U3KTAUMV7QKT,42778,1
CM,PMG,False,False,False,False,True,False,True,True,True,1,A2XM6C78S9L8UG,39448,1
P1,PM,False,False,True,True,True,True,True,True,True,2,AAD9C0GORA5TZ,52424,1
P4G,PG,False,True,False,False,False,False,True,False,True,4,A2AO7QP5THYKQF,16514,1
PG,P6,False,False,True,True,True,False,False,True,False,3,A1BNR1ZAF1QGWG,44215,1
P31M,CM,False,False,False,False,True,True,False,True,True,1,A3KYFEDDBCFQU1,9411,0
P6M,P4,False,False,False,False,False,True,False,False,False,3,A1U3KTAUMV7QKT,890,1
P6M,P3M1,True,False,False,True,False,False,True,True,False,1,AAD9C0GORA5TZ,1375,1
PMG,PGG,True,True,False,True,True,True,True,True,True,1,A2XM6C78S9L8UG,33023,1
P4G,P4M,True,False,False,True,True,True,True,True,True,1,A1BNR1ZAF1QGWG,18145,1
P6M,PGG,False,False,False,False,False,True,False,True,False,4,A1U3KTAUMV7QKT,2915,1
P6M,PG,False,False,False,False,False,False,False,True,False,4,A3KYFEDDBCFQU1,505,1
PG,PGG,True,True,False,True,True,False,True,True,True,1,AAD9C0GORA5TZ,44541,1
P31M,P3,True,False,False,True,True,True,True,True,True,1,A2AO7QP5THYKQF,9102,0
PG,PGG,True,True,False,True,True,False,True,True,True,1,A1U3KTAUMV7QKT,41973,0
P1,P31M,False,False,False,True,True,True,False,True,True,2,A2XM6C78S9L8UG,51950,1
P4,PM,False,False,True,True,True,False,True,False,True,4,A1BNR1ZAF1QGWG,23584,1
P4,P2,False,True,True,True,True,True,True,False,True,1,AAD9C0GORA5TZ,24262,1
P4G,P6,False,False,False,False,False,True,False,False,False,3,A3KYFEDDBCFQU1,18636,1
PMM,P3,False,False,False,True,True,False,False,True,True,4,AAD9C0GORA5TZ,36011,1
PG,P4G,False,True,False,False,False,False,True,False,True,4,A1U3KTAUMV7QKT,43088,1
P31M,PMG,False,False,True,True,True,False,False,True,True,2,A1BNR1ZAF1QGWG,7425,1
CM,PG,False,False,True,False,True,True,True,True,True,2,A1PPGTZ7U838XJ,41448,0
PGG,P3,False,False,False,True,True,False,False,True,True,3,A2XM6C78S9L8UG,28999,1
P3,PMG,False,False,False,True,True,False,False,True,True,3,AAD9C0GORA5TZ,15088,1
P2,P3,False,True,True,True,True,False,False,True,True,2,A1BNR1ZAF1QGWG,48814,1
PG,P2,False,False,True,True,True,False,True,True,True,2,A1U3KTAUMV7QKT,44749,0
P3M1,P6M,True,False,False,True,False,False,True,True,False,1,A3KYFEDDBCFQU1,10899,0
PMM,PMG,True,False,True,True,True,True,True,True,True,1,A2AO7QP5THYKQF,35612,1
P3,P6M,True,False,False,False,False,False,True,True,False,2,AAD9C0GORA5TZ,14107,1
PMG,P31M,False,False,True,True,True,False,False,True,True,2,A2XM6C78S9L8UG,34022,1
P4,CM,False,True,True,False,True,False,True,False,True,5,A1BNR1ZAF1QGWG,25418,1
PM,P3,False,False,True,True,True,True,False,True,True,3,A1U3KTAUMV7QKT,47539,1
PMG,P4G,False,True,False,False,False,True,True,False,True,3,AAD9C0GORA5TZ,32868,1
P6M,P4G,False,False,False,True,True,True,False,False,False,2,A3KYFEDDBCFQU1,2737,1
PMG,P2,False,False,False,True,True,True,True,True,True,4,A1BNR1ZAF1QGWG,33221,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A1PPGTZ7U838XJ,36754,0
CM,CMM,True,True,True,True,False,False,True,True,True,3,A2XM6C78S9L8UG,38733,1
P6,P4G,False,False,False,False,False,True,False,False,False,3,AAD9C0GORA5TZ,5316,1
P4M,P3M1,False,False,False,True,False,False,False,False,True,4,A2AO7QP5THYKQF,19353,1
P4G,CM,False,False,False,True,False,False,True,False,True,4,A3KYFEDDBCFQU1,17105,0
P1,P3,False,True,True,True,True,True,False,True,True,1,A1U3KTAUMV7QKT,52678,1
CMM,P3,False,True,True,False,False,False,False,True,True,3,AAD9C0GORA5TZ,25784,0
CMM,PG,False,False,True,False,False,False,True,True,True,4,A1BNR1ZAF1QGWG,26090,1
PM,P6M,False,True,False,False,False,False,False,True,False,3,A3KYFEDDBCFQU1,47384,1
CMM,P31M,False,False,False,False,False,False,False,True,True,2,A2XM6C78S9L8UG,28243,0
P6M,PM,False,True,False,False,False,False,False,True,False,3,A1U3KTAUMV7QKT,1196,1
P31M,PMM,False,True,True,True,True,False,False,True,True,3,A1BNR1ZAF1QGWG,7460,1
P6,PGG,False,False,False,True,True,True,False,True,False,4,AAD9C0GORA5TZ,5441,0
P6,P6M,True,False,False,False,False,True,True,True,True,1,A3KYFEDDBCFQU1,3210,1
P6,P4,False,True,True,True,True,True,False,False,False,2,A2AO7QP5THYKQF,3451,1
P4M,P4G,True,False,False,True,True,True,True,True,True,1,A2XM6C78S9L8UG,21968,1
P4G,PM,False,False,False,False,False,False,True,False,True,5,A1U3KTAUMV7QKT,18456,1
P4G,P2,False,False,False,False,False,True,True,False,True,2,AAD9C0GORA5TZ,17863,1
PM,PMM,True,True,False,True,True,False,True,True,True,3,A1BNR1ZAF1QGWG,46535,0
PG,CMM,False,False,True,False,False,False,True,True,True,4,A3KYFEDDBCFQU1,43871,1
P31M,P2,False,False,False,True,True,False,False,True,True,3,AAD9C0GORA5TZ,6994,1
PMG,P2,False,False,False,True,True,True,True,True,True,4,A2XM6C78S9L8UG,35121,1
P6,P1,False,True,True,True,True,False,False,True,False,2,A1BNR1ZAF1QGWG,5749,1
P4G,P1,False,False,False,False,False,False,True,False,True,3,A1U3KTAUMV7QKT,18551,1
PMG,P3,False,False,False,True,True,False,False,True,True,3,A3KYFEDDBCFQU1,34733,0
P6,P3M1,True,True,True,False,True,False,True,True,False,2,A2AO7QP5THYKQF,3921,1
CM,P4,False,True,True,False,True,False,True,False,True,5,AAD9C0GORA5TZ,40631,1
PMG,P3M1,False,False,False,False,True,False,False,True,True,2,A1BNR1ZAF1QGWG,34694,1
PMG,P6,False,False,False,True,True,True,False,True,False,4,A2XM6C78S9L8UG,32071,1
CM,CMM,True,True,True,True,False,False,True,True,True,3,A1U3KTAUMV7QKT,41320,0
P6M,P4G,False,False,False,True,True,True,False,False,False,2,AAD9C0GORA5TZ,188,1
CMM,P3M1,False,True,True,True,False,False,False,True,True,2,A3KYFEDDBCFQU1,28287,1
P31M,P6M,True,True,True,False,False,False,True,True,False,1,A1BNR1ZAF1QGWG,8330,1
PGG,P6,False,False,False,True,True,True,False,True,False,4,A2XM6C78S9L8UG,29511,1
P4G,P31M,False,False,False,False,False,False,False,False,True,3,A1U3KTAUMV7QKT,16746,1
CMM,P6M,False,False,False,True,True,True,False,True,False,1,A1PPGTZ7U838XJ,26890,0
CM,PM,False,False,True,False,True,True,True,True,True,1,AAD9C0GORA5TZ,39599,1
P1,CMM,False,True,True,False,False,False,True,True,True,4,A1BNR1ZAF1QGWG,51538,1
P6,P4G,False,False,False,False,False,True,False,False,False,3,A3KYFEDDBCFQU1,5928,1
P2,PM,False,False,True,True,True,False,True,True,True,3,A2AO7QP5THYKQF,49228,1
P6M,P3,True,False,False,False,False,False,True,True,False,2,A2XM6C78S9L8UG,2714,1
P3M1,P4M,False,False,False,True,False,False,False,False,True,4,A1U3KTAUMV7QKT,11722,1
P6M,P1,False,False,False,False,False,False,False,True,False,3,A1BNR1ZAF1QGWG,3182,1
P4M,P31M,False,True,True,False,False,False,False,False,True,4,A2Y5DDEPG81LLJ,19301,0
PGG,P4G,False,True,True,False,False,True,True,False,True,4,AAD9C0GORA5TZ,30921,1
P6M,P3,True,False,False,False,False,False,True,True,False,2,A3KYFEDDBCFQU1,2058,0
PMG,PMM,True,False,True,True,True,True,True,True,True,1,A1PPGTZ7U838XJ,34326,1
PG,PMM,True,False,False,True,True,False,True,True,True,3,A1U3KTAUMV7QKT,44605,1
CMM,PM,False,False,True,False,False,False,True,True,True,4,A1BNR1ZAF1QGWG,28080,1
PM,P6,False,False,True,True,True,False,False,True,False,4,A2XM6C78S9L8UG,44851,1
P3M1,P4G,False,False,False,True,False,False,False,False,True,3,A2Y5DDEPG81LLJ,10417,1
PGG,P1,False,False,False,True,True,False,True,True,True,2,A2AO7QP5THYKQF,30690,1
P4M,P6M,False,True,True,True,True,True,False,False,False,3,AAD9C0GORA5TZ,21156,0
PM,PG,True,False,True,True,True,True,True,True,True,1,A3KYFEDDBCFQU1,47260,1
CM,P4M,False,False,False,True,False,False,True,False,True,5,A1U3KTAUMV7QKT,38666,1
PG,P6,False,False,True,True,True,False,False,True,False,3,A2JEM59HAWM4GX,42316,1
P4G,P4,True,False,False,False,False,True,True,True,True,1,AAD9C0GORA5TZ,18806,1
P3,P31M,True,False,False,True,True,True,True,True,True,1,A1BNR1ZAF1QGWG,12883,1
PGG,P6,False,False,False,True,True,True,False,True,False,4,A1PPGTZ7U838XJ,30794,1
CM,P4,False,True,True,False,True,False,True,False,True,5,A2Y5DDEPG81LLJ,39973,1
P1,CM,False,True,True,False,True,True,True,True,True,3,A1U3KTAUMV7QKT,53633,1
PMM,CMM,False,False,False,False,False,True,True,True,True,1,A2XM6C78S9L8UG,36840,1
P4M,P1,False,False,False,False,False,False,True,False,True,4,AAD9C0GORA5TZ,22388,1
P1,PM,False,False,True,True,True,True,True,True,True,2,A3KYFEDDBCFQU1,52417,1
P4,PGG,False,False,False,True,True,True,True,False,True,4,A1BNR1ZAF1QGWG,25312,1
P3,P6M,True,False,False,False,False,False,True,True,False,2,A2AO7QP5THYKQF,13447,1
P6,P3,True,True,True,True,True,False,True,True,False,1,A2Y5DDEPG81LLJ,5266,1
P6M,PMG,False,False,True,False,False,True,False,True,False,3,AAD9C0GORA5TZ,2930,1
P3,PM,False,False,True,True,True,True,False,True,True,3,A1U3KTAUMV7QKT,13971,1
P3M1,P3,True,True,True,False,True,True,True,True,True,1,A3KYFEDDBCFQU1,9748,0
P1,PM,False,False,True,True,True,True,True,True,True,2,A2XM6C78S9L8UG,52411,1
P1,P3M1,False,True,True,False,True,True,False,True,True,2,A2JEM59HAWM4GX,53887,1
P3,PM,False,False,True,True,True,True,False,True,True,3,A1PPGTZ7U838XJ,13987,1
P3M1,P1,False,True,True,False,True,True,False,True,True,2,A1BNR1ZAF1QGWG,10876,1
P1,P31M,False,False,False,True,True,True,False,True,True,2,AAD9C0GORA5TZ,53218,1
CM,P1,False,True,True,False,True,True,True,True,True,3,A1U3KTAUMV7QKT,39661,1
P3,CM,False,True,True,False,True,True,False,True,True,2,A2Y5DDEPG81LLJ,15840,0
P31M,P4G,False,False,False,False,False,False,False,False,True,3,A2AO7QP5THYKQF,6590,1
P3M1,CMM,False,True,True,True,False,False,False,True,True,2,A3KYFEDDBCFQU1,11176,1
PMG,P6,False,False,False,True,True,True,False,True,False,4,A1BNR1ZAF1QGWG,33965,1
P4,P6,False,True,True,True,True,True,False,False,False,2,AAD9C0GORA5TZ,25009,1
P6M,P3,True,False,False,False,False,False,True,True,False,2,A1PPGTZ7U838XJ,2055,1
P3,PM,False,False,True,True,True,True,False,True,True,3,A2XM6C78S9L8UG,15259,0
P4G,P3M1,False,False,False,True,False,False,False,False,True,3,A1U3KTAUMV7QKT,16770,1
P3,P1,False,True,True,True,True,True,False,True,True,1,A2Y5DDEPG81LLJ,15338,0
CM,P3M1,False,True,True,True,True,True,False,True,True,1,A2JEM59HAWM4GX,40478,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A3KYFEDDBCFQU1,37376,1
PMM,P1,False,False,False,True,True,False,True,True,True,4,AAD9C0GORA5TZ,37085,1
P2,P6M,False,False,False,False,False,True,False,True,False,2,A1BNR1ZAF1QGWG,48017,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A1U3KTAUMV7QKT,36742,0
PGG,P6,False,False,False,True,True,True,False,True,False,4,A2AO7QP5THYKQF,31415,1
P6M,CMM,False,False,False,True,True,True,False,True,False,1,A2XM6C78S9L8UG,2845,1
PG,P4M,False,False,False,False,False,False,True,False,True,5,A2Y5DDEPG81LLJ,42489,1
P6M,PM,False,True,False,False,False,False,False,True,False,3,AAD9C0GORA5TZ,552,1
P6M,PMG,False,False,True,False,False,True,False,True,False,3,A3KYFEDDBCFQU1,367,1
P6M,CMM,False,False,False,True,True,True,False,True,False,1,A1U3KTAUMV7QKT,2852,1
P4M,PM,False,True,False,False,False,False,True,False,True,6,AAD9C0GORA5TZ,19745,1
P4,P6M,False,False,False,False,False,True,False,False,False,3,A1BNR1ZAF1QGWG,24970,1
P1,P4,False,True,True,True,True,False,True,False,True,2,A2Y5DDEPG81LLJ,52773,0
PMM,PGG,True,False,False,True,True,True,True,True,True,2,A2JEM59HAWM4GX,36865,1
P1,PG,False,False,True,True,True,True,True,True,True,1,A2XM6C78S9L8UG,54285,1
P4G,P6,False,False,False,False,False,True,False,False,False,3,A2AO7QP5THYKQF,18610,0
P3,P4,False,True,True,True,True,False,False,False,True,3,A3KYFEDDBCFQU1,14970,1
P4M,PG,False,False,False,False,False,False,True,False,True,5,AAD9C0GORA5TZ,19699,1
P6M,P31M,True,True,True,False,False,False,True,True,False,1,A1U3KTAUMV7QKT,79,0
PG,P2,False,False,True,True,True,False,True,True,True,2,A1BNR1ZAF1QGWG,42810,1
P1,P2,True,True,True,True,True,False,True,True,True,1,A1PPGTZ7U838XJ,53755,0
P31M,PMM,False,True,True,True,True,False,False,True,True,3,A2Y5DDEPG81LLJ,9398,0
PG,P6M,False,False,False,False,False,False,False,True,False,4,A2XM6C78S9L8UG,44199,1
PGG,P31M,False,False,False,True,True,False,False,True,True,3,AAD9C0GORA5TZ,29552,1
PG,P4,False,False,True,True,True,False,True,False,True,3,A3KYFEDDBCFQU1,43167,1
P31M,P1,False,False,False,True,True,True,False,True,True,2,A1U3KTAUMV7QKT,7674,1
PMM,P1,False,False,False,True,True,False,True,True,True,4,A2JEM59HAWM4GX,36478,1
PMG,P4G,False,True,False,False,False,True,True,False,True,3,A1BNR1ZAF1QGWG,34771,1
PMG,P31M,False,False,True,True,True,False,False,True,True,2,A2AO7QP5THYKQF,34011,1
PMG,P4M,False,False,True,False,False,True,True,False,True,4,A2Y5DDEPG81LLJ,34186,1
CMM,P3,False,True,True,False,False,False,False,True,True,3,A2XM6C78S9L8UG,26415,1
CMM,P6M,False,False,False,True,True,True,False,True,False,1,A3KYFEDDBCFQU1,26907,0
P3,P3M1,True,True,True,False,True,True,True,True,True,1,AAD9C0GORA5TZ,14230,1
PM,PMM,True,True,False,True,True,False,True,True,True,3,A1U3KTAUMV7QKT,45914,1
P4M,PG,False,False,False,False,False,False,True,False,True,5,A1BNR1ZAF1QGWG,22274,1
P3M1,P2,False,True,True,False,True,False,False,True,True,3,AAD9C0GORA5TZ,12723,1
P6,P1,False,True,True,True,True,False,False,True,False,2,A3KYFEDDBCFQU1,6383,0
P6,CMM,False,True,True,False,False,True,False,True,False,2,A2Y5DDEPG81LLJ,6054,1
PMG,P3M1,False,False,False,False,True,False,False,True,True,2,A1U3KTAUMV7QKT,34720,1
P4,P6,False,True,True,True,True,True,False,False,False,2,A1BNR1ZAF1QGWG,25007,1
PMM,PGG,True,False,False,True,True,True,True,True,True,2,A2XM6C78S9L8UG,38145,1
P4M,P1,False,False,False,False,False,False,True,False,True,4,A2JEM59HAWM4GX,21742,1
P4M,PGG,False,False,False,False,False,True,True,False,True,5,A2AO7QP5THYKQF,20174,1
P6M,CMM,False,False,False,True,True,True,False,True,False,1,A1PPGTZ7U838XJ,2216,0
CMM,PM,False,False,True,False,False,False,True,True,True,4,AAD9C0GORA5TZ,26770,1
P1,P3,False,True,True,True,True,True,False,True,True,1,A2Y5DDEPG81LLJ,52672,1
P1,P6M,False,False,False,False,False,False,False,True,False,3,A1U3KTAUMV7QKT,52503,1
PG,PM,True,False,True,True,True,True,True,True,True,1,A1BNR1ZAF1QGWG,43440,1
P2,P4,False,True,True,True,True,True,True,False,True,1,A3KYFEDDBCFQU1,50862,1
P1,P3M1,False,True,True,False,True,True,False,True,True,2,A2XM6C78S9L8UG,52618,1
PG,CMM,False,False,True,False,False,False,True,True,True,4,A1U3KTAUMV7QKT,44502,1
PG,P1,False,False,True,True,True,True,True,True,True,1,A2JEM59HAWM4GX,44132,1
PMG,CM,False,False,False,False,True,False,True,True,True,1,A1BNR1ZAF1QGWG,32472,1
P4G,P6,False,False,False,False,False,True,False,False,False,3,A2Y5DDEPG81LLJ,17339,0
P4M,P6,False,False,False,False,False,True,False,False,False,4,A3KYFEDDBCFQU1,19255,1
P2,CM,False,True,True,False,True,False,True,True,True,4,AAD9C0GORA5TZ,50405,1
P4G,P2,False,False,False,False,False,True,True,False,True,2,A1U3KTAUMV7QKT,16574,0
PG,PM,True,False,True,True,True,True,True,True,True,1,A2XM6C78S9L8UG,42795,1
P3,CM,False,True,True,False,True,True,False,True,True,2,A2AO7QP5THYKQF,14545,1
PMM,P4M,False,True,True,False,False,True,True,False,True,3,A2Y5DDEPG81LLJ,36115,1
P1,P4G,False,False,False,False,False,False,True,False,True,3,A1BNR1ZAF1QGWG,52695,1
PMG,CM,False,False,False,False,True,False,True,True,True,1,A3KYFEDDBCFQU1,33721,0
CM,P6,False,True,True,False,True,False,False,True,False,3,AAD9C0GORA5TZ,39120,1
P6,P3M1,True,True,True,False,True,False,True,True,False,2,A1U3KTAUMV7QKT,3313,1
PM,P31M,False,True,False,True,True,True,False,True,True,2,A2JEM59HAWM4GX,46170,1
P4,CMM,False,True,True,False,False,True,True,False,True,2,A1BNR1ZAF1QGWG,24628,1
PMG,PG,True,True,False,True,True,False,True,True,True,2,A2XM6C78S9L8UG,35059,1
PG,CMM,False,False,True,False,False,False,True,True,True,4,A2Y5DDEPG81LLJ,41946,1
P4M,P3M1,False,False,False,True,False,False,False,False,True,4,A3KYFEDDBCFQU1,19338,1
P1,P31M,False,False,False,True,True,True,False,True,True,2,A2AO7QP5THYKQF,53845,1
P4G,P4M,True,False,False,True,True,True,True,True,True,1,A1U3KTAUMV7QKT,18154,1
P2,PMM,False,False,False,True,True,True,True,True,True,4,AAD9C0GORA5TZ,51014,0
PM,P4,False,False,True,True,True,False,True,False,True,4,A1BNR1ZAF1QGWG,46367,1
P4,PM,False,False,True,True,True,False,True,False,True,4,A1PPGTZ7U838XJ,24853,0
P1,P3M1,False,True,True,False,True,True,False,True,True,2,A2Y5DDEPG81LLJ,51980,1
P4M,P4G,True,False,False,True,True,True,True,True,True,1,A3KYFEDDBCFQU1,21326,1
P1,P4,False,True,True,True,True,False,True,False,True,2,A2XM6C78S9L8UG,53408,1
