group_target,group_comp,tile_same,T1_same,T2_same,D1_same,D2_same,same2fold,same3fold,same4fold,same6fold,distance,user_id,task_id,correct
P6,P2,False,True,True,True,True,True,False,True,False,1,A3V70AZ39FPZ5V,3800,1
P4G,P3M1,False,False,False,True,False,False,False,False,True,3,A22ZVWOXT5JNNU,16787,1
CMM,PMG,False,False,False,False,False,True,True,True,True,2,A3V70AZ39FPZ5V,25979,1
P4G,P4M,True,False,False,True,True,True,True,True,True,1,A22ZVWOXT5JNNU,16865,1
P6,P3,True,True,True,True,True,False,True,True,False,1,A2K34PD27VKGYG,5279,0
P31M,P4G,False,False,False,False,False,False,False,False,True,3,A3V70AZ39FPZ5V,6577,1
PMM,P4,False,False,False,True,True,True,True,False,True,3,A22ZVWOXT5JNNU,36775,0
P3,P31M,True,False,False,True,True,True,True,True,True,1,A3V70AZ39FPZ5V,14830,1
P6M,PMM,False,True,True,False,False,True,False,True,False,2,A2K34PD27VKGYG,427,1
P3M1,CMM,False,True,True,True,False,False,False,True,True,2,A3V70AZ39FPZ5V,9900,1
P4G,PM,False,False,False,False,False,False,True,False,True,5,A2K34PD27VKGYG,17197,1
P1,CMM,False,True,True,False,False,False,True,True,True,4,A22ZVWOXT5JNNU,54118,1
P3M1,P4M,False,False,False,True,False,False,False,False,True,4,A3V70AZ39FPZ5V,12391,1
PMG,P4M,False,False,True,False,False,True,True,False,True,4,A22ZVWOXT5JNNU,32242,1
P4,P2,False,True,True,True,True,True,True,False,True,1,A3V70AZ39FPZ5V,24888,1
P4,PMG,False,False,False,True,True,True,True,False,True,4,A2K34PD27VKGYG,22797,1
P3,PM,False,False,True,True,True,True,False,True,True,3,A22ZVWOXT5JNNU,14639,1
P3M1,P4,False,True,True,False,True,False,False,False,True,4,A3V70AZ39FPZ5V,10508,1
P6,P4M,False,False,False,False,False,True,False,False,False,4,AUAN582MLI96N,4692,0
PMG,P31M,False,False,True,True,True,False,False,True,True,2,A2K34PD27VKGYG,33384,1
P4G,CM,False,False,False,True,False,False,True,False,True,4,A22ZVWOXT5JNNU,19021,1
P1,CMM,False,True,True,False,False,False,True,True,True,4,A3V70AZ39FPZ5V,51551,1
P2,P31M,False,False,False,True,True,False,False,True,True,3,AUAN582MLI96N,48747,0
P6,PG,False,False,True,True,True,False,False,True,False,3,A3V70AZ39FPZ5V,6272,0
P6,P31M,True,False,False,True,True,False,True,True,False,2,A22ZVWOXT5JNNU,3907,0
PM,P31M,False,True,False,True,True,True,False,True,True,2,A2K34PD27VKGYG,45548,1
PMM,PM,True,True,False,True,True,False,True,True,True,3,AUAN582MLI96N,35759,1
PMG,P4M,False,False,True,False,False,True,True,False,True,4,A3V70AZ39FPZ5V,32262,1
P3M1,PG,False,False,True,False,True,True,False,True,True,3,A22ZVWOXT5JNNU,11385,1
P31M,P1,False,False,False,True,True,True,False,True,True,2,A3V70AZ39FPZ5V,8944,1
P4M,P2,False,False,False,False,False,True,True,False,True,3,AUAN582MLI96N,21056,1
P4G,PG,False,True,False,False,False,False,True,False,True,4,A2K34PD27VKGYG,18437,0
P4M,P6,False,False,False,False,False,True,False,False,False,4,A22ZVWOXT5JNNU,21819,0
PGG,P6,False,False,False,True,True,True,False,True,False,4,A3V70AZ39FPZ5V,29517,1
P1,P4M,False,False,False,False,False,False,True,False,True,4,A22ZVWOXT5JNNU,51453,1
PGG,P4G,False,True,True,False,False,True,True,False,True,4,A3V70AZ39FPZ5V,31597,1
P1,PM,False,False,True,True,True,True,True,True,True,2,AUAN582MLI96N,52428,1
P3,CM,False,True,True,False,True,True,False,True,True,2,A22ZVWOXT5JNNU,15835,0
P3M1,P2,False,True,True,False,True,False,False,True,True,3,A2K34PD27VKGYG,12756,1
P6,P6M,True,False,False,False,False,True,True,True,True,1,A3V70AZ39FPZ5V,5767,1
P4,CMM,False,True,True,False,False,True,True,False,True,2,AUAN582MLI96N,23991,0
PGG,CMM,False,False,False,False,False,True,True,True,True,3,A22ZVWOXT5JNNU,29764,1
CMM,PM,False,False,True,False,False,False,True,True,True,4,A2K34PD27VKGYG,27410,1
P3M1,P2,False,True,True,False,True,False,False,True,True,3,A3V70AZ39FPZ5V,10197,1
P6,PMM,False,False,False,True,True,True,False,True,False,3,AUAN582MLI96N,4254,0
P2,PM,False,False,True,True,True,False,True,True,True,3,A22ZVWOXT5JNNU,49859,0
PMG,P3,False,False,False,True,True,False,False,True,True,3,A3V70AZ39FPZ5V,34737,1
PM,P3,False,False,True,True,True,True,False,True,True,3,A22ZVWOXT5JNNU,44976,1
CM,CMM,True,True,True,True,False,False,True,True,True,3,A3V70AZ39FPZ5V,40002,0
PMG,P2,False,False,False,True,True,True,True,True,True,4,A22ZVWOXT5JNNU,32572,0
P31M,PG,False,False,False,True,True,True,False,True,True,3,A3V70AZ39FPZ5V,8183,0
PMM,P3,False,False,False,True,True,False,False,True,True,4,AUAN582MLI96N,36015,0
PG,P6M,False,False,False,False,False,False,False,True,False,4,A22ZVWOXT5JNNU,42903,1
P6,PM,False,False,True,True,True,False,False,True,False,4,A3V70AZ39FPZ5V,6291,1
CMM,P31M,False,False,False,False,False,False,False,True,True,2,AUAN582MLI96N,27625,1
PGG,PMG,True,True,False,True,True,True,True,True,True,1,A22ZVWOXT5JNNU,31095,1
P4,PG,False,False,True,True,True,False,True,False,True,3,A3V70AZ39FPZ5V,24802,0
CM,P3,False,True,True,False,True,True,False,True,True,2,A22ZVWOXT5JNNU,40510,1
P4G,PGG,False,True,True,False,False,True,True,False,True,4,A3V70AZ39FPZ5V,16970,1
CMM,P31M,False,False,False,False,False,False,False,True,True,2,A2K34PD27VKGYG,26995,0
PG,P3M1,False,False,True,False,True,True,False,True,True,3,AUAN582MLI96N,43654,1
PG,P4G,False,True,False,False,False,False,True,False,True,4,A22ZVWOXT5JNNU,43120,1
P4,P4G,True,False,False,False,False,True,True,True,True,1,A3V70AZ39FPZ5V,22637,1
PMG,P6,False,False,False,True,True,True,False,True,False,4,A22ZVWOXT5JNNU,32682,1
P6M,CMM,False,False,False,True,True,True,False,True,False,1,AUAN582MLI96N,293,1
P1,PMG,False,False,False,True,True,False,True,True,True,3,A3V70AZ39FPZ5V,52909,1
P3,P3M1,True,True,True,False,True,True,True,True,True,1,A22ZVWOXT5JNNU,15481,1
P2,PMM,False,False,False,True,True,True,True,True,True,4,A2K34PD27VKGYG,49746,1
P4,P3,False,True,True,True,True,False,False,False,True,3,AUAN582MLI96N,23875,0
P2,P31M,False,False,False,True,True,False,False,True,True,3,A3V70AZ39FPZ5V,48750,1
PM,PMM,True,True,False,True,True,False,True,True,True,3,A22ZVWOXT5JNNU,45893,1
PMM,PG,True,False,False,True,True,False,True,True,True,3,A2K34PD27VKGYG,38278,1
P4M,P4G,True,False,False,True,True,True,True,True,True,1,AUAN582MLI96N,21328,1
P6,P1,False,True,True,True,True,False,False,True,False,2,A22ZVWOXT5JNNU,3834,1
P2,PMM,False,False,False,True,True,True,True,True,True,4,A3V70AZ39FPZ5V,51032,1
P6M,CMM,False,False,False,True,True,True,False,True,False,1,A22ZVWOXT5JNNU,2873,0
P4,PM,False,False,True,True,True,False,True,False,True,4,A3V70AZ39FPZ5V,24877,1
PMG,P1,False,False,False,True,True,False,True,True,True,3,A22ZVWOXT5JNNU,33261,1
P3,CMM,False,True,True,False,False,False,False,True,True,3,A3V70AZ39FPZ5V,13094,1
P4M,P6,False,False,False,False,False,True,False,False,False,4,AUAN582MLI96N,20557,0
PGG,CMM,False,False,False,False,False,True,True,True,True,3,A3V70AZ39FPZ5V,31684,1
P31M,P1,False,False,False,True,True,True,False,True,True,2,A22ZVWOXT5JNNU,7005,1
P6M,P6,True,False,False,False,False,True,True,True,True,1,A3V70AZ39FPZ5V,28,0
P3,PMG,False,False,False,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,15095,0
PG,CMM,False,False,True,False,False,False,True,True,True,4,AUAN582MLI96N,43866,1
PM,P4,False,False,True,True,True,False,True,False,True,4,A2K34PD27VKGYG,45114,0
PGG,P2,False,False,False,True,True,True,True,True,True,3,A3V70AZ39FPZ5V,29391,1
CM,P6M,False,False,False,True,False,False,False,True,False,2,A22ZVWOXT5JNNU,38428,1
PGG,CM,False,False,False,False,True,False,True,True,True,2,A3V70AZ39FPZ5V,31191,1
P3M1,P1,False,True,True,False,True,True,False,True,True,2,AUAN582MLI96N,12796,0
P3,P3M1,True,True,True,False,True,True,True,True,True,1,A2K34PD27VKGYG,13583,1
CMM,P31M,False,False,False,False,False,False,False,True,True,2,A22ZVWOXT5JNNU,26335,0
P4,P6,False,True,True,True,True,True,False,False,False,2,A3V70AZ39FPZ5V,25003,1
P4G,P6,False,False,False,False,False,True,False,False,False,3,A22ZVWOXT5JNNU,17975,1
P4M,P3,False,False,False,False,False,False,False,False,True,5,A2K34PD27VKGYG,19374,1
P4G,PG,False,True,False,False,False,False,True,False,True,4,AUAN582MLI96N,17762,0
P3M1,CM,False,True,True,True,True,True,False,True,True,1,A3V70AZ39FPZ5V,10712,0
PMG,P4,False,False,False,True,True,True,True,False,True,4,A22ZVWOXT5JNNU,32930,1
PMG,PGG,True,True,False,True,True,True,True,True,True,1,A3V70AZ39FPZ5V,33661,1
PM,CM,False,False,True,False,True,True,True,True,True,1,A2K34PD27VKGYG,47877,1
PM,P4M,False,True,False,False,False,False,True,False,True,6,A22ZVWOXT5JNNU,47611,1
P4G,CM,False,False,False,True,False,False,True,False,True,4,A3V70AZ39FPZ5V,19010,1
P4,CMM,False,True,True,False,False,True,True,False,True,2,A22ZVWOXT5JNNU,25277,0
PM,P1,False,False,True,True,True,True,True,True,True,2,A3V70AZ39FPZ5V,47985,0
PMG,CMM,False,False,False,False,False,True,True,True,True,2,A2K34PD27VKGYG,33635,1
CM,P4G,False,False,False,True,False,False,True,False,True,4,A22ZVWOXT5JNNU,40527,1
PM,PGG,True,False,False,True,True,False,True,True,True,2,A3V70AZ39FPZ5V,47728,1
P2,P31M,False,False,False,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,48094,1
CMM,PG,False,False,True,False,False,False,True,True,True,4,A3V70AZ39FPZ5V,26759,1
P3,P6,True,True,True,True,True,False,True,True,False,1,A2K34PD27VKGYG,13517,1
P4G,PM,False,False,False,False,False,False,True,False,True,5,A22ZVWOXT5JNNU,19091,0
PMG,P1,False,False,False,True,True,False,True,True,True,3,A3V70AZ39FPZ5V,33241,1
P2,PGG,False,False,False,True,True,True,True,True,True,3,A22ZVWOXT5JNNU,49009,1
CMM,CM,True,True,True,True,False,False,True,True,True,3,A3V70AZ39FPZ5V,26703,1
P4G,P1,False,False,False,False,False,False,True,False,True,3,A2K34PD27VKGYG,18540,1
PM,P6M,False,True,False,False,False,False,False,True,False,3,A22ZVWOXT5JNNU,47393,0
PM,P4,False,False,True,True,True,False,True,False,True,4,A3V70AZ39FPZ5V,45099,1
P4,P3,False,True,True,True,True,False,False,False,True,3,A22ZVWOXT5JNNU,23869,0
PMM,P2,False,False,False,True,True,True,True,True,True,4,A3V70AZ39FPZ5V,35763,0
CMM,CM,True,True,True,True,False,False,True,True,True,3,A22ZVWOXT5JNNU,26070,1
P1,PMM,False,False,False,True,True,False,True,True,True,4,A22ZVWOXT5JNNU,53581,1
CMM,P1,False,True,True,False,False,False,True,True,True,4,A2K34PD27VKGYG,26230,0
CMM,P6,False,True,True,False,False,True,False,True,False,2,A3V70AZ39FPZ5V,26950,0
PG,P31M,False,False,False,True,True,True,False,True,True,3,A3V70AZ39FPZ5V,41716,1
PM,P1,False,False,True,True,True,True,True,True,True,2,A22ZVWOXT5JNNU,45427,1
PM,PMM,True,True,False,True,True,False,True,True,True,3,A2K34PD27VKGYG,46521,1
P3M1,PM,False,False,True,False,True,True,False,True,True,2,A3V70AZ39FPZ5V,12065,1
P4G,P3,False,False,False,False,False,False,False,False,True,4,A22ZVWOXT5JNNU,16196,0
P4G,PG,False,True,False,False,False,False,True,False,True,4,A3V70AZ39FPZ5V,19057,0
P6M,P3M1,True,False,False,True,False,False,True,True,False,1,AUAN582MLI96N,2032,0
P3M1,P4,False,True,True,False,True,False,False,False,True,4,A22ZVWOXT5JNNU,11797,1
P31M,P2,False,False,False,True,True,False,False,True,True,3,A2K34PD27VKGYG,9544,1
P4,PMG,False,False,False,True,True,True,True,False,True,4,A22ZVWOXT5JNNU,25340,0
P3,P6M,True,False,False,False,False,False,True,True,False,2,AUAN582MLI96N,14117,1
CMM,P2,False,True,True,False,False,True,True,True,True,3,A22ZVWOXT5JNNU,26169,1
PM,CM,False,False,True,False,True,True,True,True,True,1,A22ZVWOXT5JNNU,45303,1
PGG,PG,True,True,False,True,True,False,True,True,True,1,A2K34PD27VKGYG,30576,0
P4G,P3M1,False,False,False,True,False,False,False,False,True,3,AUAN582MLI96N,17427,0
CMM,P6,False,True,True,False,False,True,False,True,False,2,A22ZVWOXT5JNNU,28206,1
PGG,P2,False,False,False,True,True,True,True,True,True,3,A22ZVWOXT5JNNU,31284,1
P1,P6,False,True,True,True,True,False,False,True,False,2,A22ZVWOXT5JNNU,51902,1
P3,P1,False,True,True,True,True,True,False,True,True,1,A22ZVWOXT5JNNU,14058,1
PM,P2,False,False,True,True,True,False,True,True,True,3,A22ZVWOXT5JNNU,47940,1
P3M1,PGG,False,False,False,False,True,False,False,True,True,3,A22ZVWOXT5JNNU,10590,0
P4,P31M,False,False,False,True,True,False,False,False,True,4,AUAN582MLI96N,23146,0
PMM,P2,False,False,False,True,True,True,True,True,True,4,A22ZVWOXT5JNNU,36425,0
P4M,PGG,False,False,False,False,False,True,True,False,True,5,A22ZVWOXT5JNNU,20803,1
P6,CM,False,True,True,False,True,False,False,True,False,3,A22ZVWOXT5JNNU,4947,1
CM,PM,False,False,True,False,True,True,True,True,True,1,AUAN582MLI96N,40875,0
P4M,PMM,False,True,True,False,False,True,True,False,True,3,A22ZVWOXT5JNNU,20907,0
PG,P31M,False,False,False,True,True,True,False,True,True,3,AUAN582MLI96N,42965,1
P6,P1,False,True,True,True,True,False,False,True,False,2,A2K34PD27VKGYG,5760,1
P4M,P3M1,False,False,False,True,False,False,False,False,True,4,A22ZVWOXT5JNNU,21279,0
P2,PMG,False,False,False,True,True,True,True,True,True,4,AUAN582MLI96N,49058,1
P1,PM,False,False,True,True,True,True,True,True,True,2,A22ZVWOXT5JNNU,51767,1
P3,P6,True,True,True,True,True,False,True,True,False,1,AUAN582MLI96N,13496,1
CM,P4,False,True,True,False,True,False,True,False,True,5,A22ZVWOXT5JNNU,41245,1
P3M1,PGG,False,False,False,False,True,False,False,True,True,3,A2K34PD27VKGYG,11227,1
PGG,PMM,True,False,False,True,True,True,True,True,True,2,A22ZVWOXT5JNNU,29853,1
P6,P4M,False,False,False,False,False,True,False,False,False,4,A2K34PD27VKGYG,5990,1
P1,CM,False,True,True,False,True,True,True,True,True,3,A22ZVWOXT5JNNU,51685,1
PMM,P6M,False,True,True,False,False,True,False,True,False,2,A2K34PD27VKGYG,37153,1
PM,PMG,True,False,False,True,True,False,True,True,True,2,A22ZVWOXT5JNNU,47159,1
PMM,P3M1,False,False,False,False,True,False,False,True,True,3,A2K34PD27VKGYG,35961,0
P2,P6,False,True,True,True,True,True,False,True,False,1,A22ZVWOXT5JNNU,50637,1
P2,CM,False,True,True,False,True,False,True,True,True,4,A2K34PD27VKGYG,49783,0
P4M,PMG,False,False,True,False,False,True,True,False,True,4,A22ZVWOXT5JNNU,22124,1
CMM,P4M,False,False,False,True,True,True,True,False,True,2,A2K34PD27VKGYG,25857,1
P4,P31M,False,False,False,True,True,False,False,False,True,4,A22ZVWOXT5JNNU,25068,1
P4M,CMM,False,False,False,True,True,True,True,False,True,2,A2K34PD27VKGYG,19497,1
P2,P3,False,True,True,True,True,False,False,True,True,2,A22ZVWOXT5JNNU,49452,0
P4M,PM,False,True,False,False,False,False,True,False,True,6,A22ZVWOXT5JNNU,19734,1
PMG,P2,False,False,False,True,True,True,True,True,True,4,A2K34PD27VKGYG,32567,1
P31M,P2,False,False,False,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,9548,1
P4G,P6M,False,False,False,True,True,True,False,False,False,2,A22ZVWOXT5JNNU,16017,0
CMM,PG,False,False,True,False,False,False,True,True,True,4,A2K34PD27VKGYG,26740,1
PMG,P6M,False,False,True,False,False,True,False,True,False,3,A22ZVWOXT5JNNU,33320,1
P4,P6M,False,False,False,False,False,True,False,False,False,3,A2K34PD27VKGYG,23683,1
PG,PMM,True,False,False,True,True,False,True,True,True,3,A22ZVWOXT5JNNU,44614,1
P4,CMM,False,True,True,False,False,True,True,False,True,2,A2K34PD27VKGYG,25257,1
P4G,P31M,False,False,False,False,False,False,False,False,True,3,A22ZVWOXT5JNNU,17370,0
P3M1,P6,True,True,True,False,True,False,True,True,False,2,A2K34PD27VKGYG,10316,0
P1,P6M,False,False,False,False,False,False,False,True,False,3,A22ZVWOXT5JNNU,51842,1
P4G,PGG,False,True,True,False,False,True,True,False,True,4,A22ZVWOXT5JNNU,16970,1
CMM,P4,False,True,True,False,False,True,True,False,True,2,A2K34PD27VKGYG,27809,1
P2,CMM,False,True,True,False,False,True,True,True,True,3,A22ZVWOXT5JNNU,49604,1
P2,P4M,False,False,False,False,False,True,True,False,True,3,A22ZVWOXT5JNNU,48907,0
P3,PMG,False,False,False,True,True,False,False,True,True,3,A2K34PD27VKGYG,15759,1
CMM,PMM,False,False,False,False,False,True,True,True,True,1,A22ZVWOXT5JNNU,26036,1
P3,PMM,False,False,False,True,True,False,False,True,True,4,A2K34PD27VKGYG,15129,1
P4,P4G,True,False,False,False,False,True,True,True,True,1,A2K34PD27VKGYG,25197,0
P6M,PGG,False,False,False,False,False,True,False,True,False,4,A22ZVWOXT5JNNU,963,0
PGG,PM,True,False,False,True,True,False,True,True,True,2,A2K34PD27VKGYG,29326,1
P6M,P4G,False,False,False,True,True,True,False,False,False,2,A22ZVWOXT5JNNU,2105,0
P1,P2,True,True,True,True,True,False,True,True,True,1,A22ZVWOXT5JNNU,52467,1
P1,PGG,False,False,False,True,True,False,True,True,True,2,A22ZVWOXT5JNNU,53498,1
PGG,P4M,False,False,False,False,False,True,True,False,True,5,A2K34PD27VKGYG,30972,1
PM,CMM,False,False,True,False,False,False,True,True,True,4,A22ZVWOXT5JNNU,47719,1
PMM,P31M,False,True,True,True,True,False,False,True,True,3,A2K34PD27VKGYG,37227,1
P6M,PG,False,False,False,False,False,False,False,True,False,4,A22ZVWOXT5JNNU,3061,1
P3M1,PM,False,False,True,False,True,True,False,True,True,2,A22ZVWOXT5JNNU,11412,1
P4M,PMG,False,False,True,False,False,True,True,False,True,4,A2K34PD27VKGYG,22142,1
P3M1,CMM,False,True,True,True,False,False,False,True,True,2,A22ZVWOXT5JNNU,11199,0
P4M,P4G,True,False,False,True,True,True,True,True,True,1,A2K34PD27VKGYG,21341,1
CMM,P4M,False,False,False,True,True,True,True,False,True,2,A22ZVWOXT5JNNU,25863,1
PMG,PGG,True,True,False,True,True,True,True,True,True,1,A2K34PD27VKGYG,33672,1
PGG,P3M1,False,False,False,False,True,False,False,True,True,3,A22ZVWOXT5JNNU,28943,1
P4,CM,False,True,True,False,True,False,True,False,True,5,A22ZVWOXT5JNNU,24798,0
P3,PM,False,False,True,True,True,True,False,True,True,3,A2K34PD27VKGYG,15260,1
P31M,PMG,False,False,True,True,True,False,False,True,True,2,A22ZVWOXT5JNNU,8696,1
P3,P6,True,True,True,True,True,False,True,True,False,1,A22ZVWOXT5JNNU,12857,1
CM,PM,False,False,True,False,True,True,True,True,True,1,A2K34PD27VKGYG,41518,1
P6,P3M1,True,True,True,False,True,False,True,True,False,2,A22ZVWOXT5JNNU,5237,0
CMM,P2,False,True,True,False,False,True,True,True,True,3,A2K34PD27VKGYG,26187,1
P2,CM,False,True,True,False,True,False,True,True,True,4,A22ZVWOXT5JNNU,50422,0
P1,P4G,False,False,False,False,False,False,True,False,True,3,A22ZVWOXT5JNNU,52708,1
CMM,P3,False,True,True,False,False,False,False,True,True,3,A2K34PD27VKGYG,27687,0
CM,PM,False,False,True,False,True,True,True,True,True,1,A22ZVWOXT5JNNU,38943,0
PGG,P4M,False,False,False,False,False,True,True,False,True,5,A22ZVWOXT5JNNU,30321,1
CM,P4G,False,False,False,True,False,False,True,False,True,4,A2K34PD27VKGYG,38602,1
PM,P4,False,False,True,True,True,False,True,False,True,4,A22ZVWOXT5JNNU,47004,0
P31M,P4M,False,True,True,False,False,False,False,False,True,4,A22ZVWOXT5JNNU,7273,1
PM,PGG,True,False,False,True,True,False,True,True,True,2,A22ZVWOXT5JNNU,47754,1
PMG,PM,True,False,False,True,True,False,True,True,True,2,A22ZVWOXT5JNNU,33825,0
P3M1,P6,True,True,True,False,True,False,True,True,False,2,A22ZVWOXT5JNNU,11593,0
CMM,PM,False,False,True,False,False,False,True,True,True,4,A22ZVWOXT5JNNU,28704,0
P6M,P4M,False,True,True,True,True,True,False,False,False,3,A22ZVWOXT5JNNU,2125,1
P1,P2,True,True,True,True,True,False,True,True,True,1,A2K34PD27VKGYG,52451,0
PMM,P3,False,False,False,True,True,False,False,True,True,4,A22ZVWOXT5JNNU,37960,0
P3M1,P1,False,True,True,False,True,True,False,True,True,2,A22ZVWOXT5JNNU,12136,1
CMM,CM,True,True,True,True,False,False,True,True,True,3,A2K34PD27VKGYG,27342,1
CMM,P6M,False,False,False,True,True,True,False,True,False,1,A22ZVWOXT5JNNU,28183,0
P3M1,P3,True,True,True,False,True,True,True,True,True,1,A22ZVWOXT5JNNU,9726,1
P31M,P1,False,False,False,True,True,True,False,True,True,2,A2K34PD27VKGYG,7010,1
P6,CMM,False,True,True,False,False,True,False,True,False,2,A22ZVWOXT5JNNU,4160,1
P4M,P1,False,False,False,False,False,False,True,False,True,4,A22ZVWOXT5JNNU,19820,1
PG,P2,False,False,True,True,True,False,True,True,True,2,A2K34PD27VKGYG,42200,1
P6,PM,False,False,True,True,True,False,False,True,False,4,A22ZVWOXT5JNNU,4373,1
PG,P4,False,False,True,True,True,False,True,False,True,3,A22ZVWOXT5JNNU,44462,1
PM,P6,False,False,True,True,True,False,False,True,False,4,A2K34PD27VKGYG,46126,1
PGG,P3M1,False,False,False,False,True,False,False,True,True,3,A2K34PD27VKGYG,30863,1
P31M,P4M,False,True,True,False,False,False,False,False,True,4,A2K34PD27VKGYG,7910,0
P6M,P3M1,True,False,False,True,False,False,True,True,False,1,A2K34PD27VKGYG,108,1
P4,P3M1,False,True,True,False,True,False,False,False,True,4,A2K34PD27VKGYG,23184,0
CM,PMG,False,False,False,False,True,False,True,True,True,1,A22ZVWOXT5JNNU,40105,0
PM,P6,False,False,True,True,True,False,False,True,False,4,A22ZVWOXT5JNNU,46764,1
CM,P6,False,True,True,False,True,False,False,True,False,3,A2K34PD27VKGYG,41001,0
CMM,P3M1,False,True,True,True,False,False,False,True,True,2,A22ZVWOXT5JNNU,25734,0
P6,P4G,False,False,False,False,False,True,False,False,False,3,AUAN582MLI96N,5943,0
PG,PGG,True,True,False,True,True,False,True,True,True,1,A2K34PD27VKGYG,44555,1
P6,P3,True,True,True,True,True,False,True,True,False,1,A22ZVWOXT5JNNU,5265,1
P4,P2,False,True,True,True,True,True,True,False,True,1,A22ZVWOXT5JNNU,22996,1
P4,P4G,True,False,False,False,False,True,True,True,True,1,A22ZVWOXT5JNNU,24530,1
P4G,P3,False,False,False,False,False,False,False,False,True,4,A2K34PD27VKGYG,17450,0
P4M,P4G,True,False,False,True,True,True,True,True,True,1,A22ZVWOXT5JNNU,21349,1
PM,P3M1,False,False,True,False,True,True,False,True,True,2,A22ZVWOXT5JNNU,44923,1
P4G,P3M1,False,False,False,True,False,False,False,False,True,3,A2K34PD27VKGYG,18056,0
P6,PG,False,False,True,True,True,False,False,True,False,3,A22ZVWOXT5JNNU,3690,1
P31M,PMM,False,True,True,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,8737,1
P31M,P6,True,False,False,True,True,False,True,True,False,2,A2K34PD27VKGYG,6474,1
P6,P4G,False,False,False,False,False,True,False,False,False,3,A22ZVWOXT5JNNU,4017,0
P6,PGG,False,False,False,True,True,True,False,True,False,4,AUAN582MLI96N,6098,0
P31M,PGG,False,False,False,True,True,False,False,True,True,3,A2K34PD27VKGYG,7383,1
PGG,P6M,False,False,False,False,False,True,False,True,False,4,A22ZVWOXT5JNNU,30755,1
P4,P6,False,True,True,True,True,True,False,False,False,2,AUAN582MLI96N,22461,0
P6M,CM,False,False,False,True,False,False,False,True,False,2,A22ZVWOXT5JNNU,1757,1
P3M1,PMM,False,False,False,False,True,False,False,True,True,3,A2K34PD27VKGYG,11308,1
P4,P6M,False,False,False,False,False,True,False,False,False,3,A22ZVWOXT5JNNU,22430,1
PG,P3M1,False,False,True,False,True,True,False,True,True,3,A2K34PD27VKGYG,43012,1
PGG,PM,True,False,False,True,True,False,True,True,True,2,AUAN582MLI96N,31891,1
PGG,P31M,False,False,False,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,30836,1
P4,PGG,False,False,False,True,True,True,True,False,True,4,AUAN582MLI96N,24011,1
P3,P6M,True,False,False,False,False,False,True,True,False,2,A22ZVWOXT5JNNU,13447,1
P31M,P3M1,True,False,False,False,True,True,True,True,True,1,AUAN582MLI96N,7153,0
P2,P4,False,True,True,True,True,True,True,False,True,1,A22ZVWOXT5JNNU,50841,1
P4G,CM,False,False,False,True,False,False,True,False,True,4,A2K34PD27VKGYG,18388,0
P4G,PMG,False,True,False,False,False,True,True,False,True,3,AUAN582MLI96N,16378,0
CMM,P4,False,True,True,False,False,True,True,False,True,2,AUAN582MLI96N,25905,0
P6,PGG,False,False,False,True,True,True,False,True,False,4,A22ZVWOXT5JNNU,4811,1
PM,PG,True,False,True,True,True,True,True,True,True,1,AUAN582MLI96N,47276,0
CM,P3M1,False,True,True,True,True,True,False,True,True,1,A22ZVWOXT5JNNU,39824,1
P1,PM,False,False,True,True,True,True,True,True,True,2,A2K34PD27VKGYG,53690,0
P4M,P3,False,False,False,False,False,False,False,False,True,5,AUAN582MLI96N,19389,1
P4,PGG,False,False,False,True,True,True,True,False,True,4,A22ZVWOXT5JNNU,24653,1
P6,P4,False,True,True,True,True,True,False,False,False,2,AUAN582MLI96N,4750,1
PM,PMG,True,False,False,True,True,False,True,True,True,2,A2K34PD27VKGYG,47124,0
P4,PG,False,False,True,True,True,False,True,False,True,3,AUAN582MLI96N,25468,0
CM,P31M,False,False,False,False,True,True,False,True,True,1,A22ZVWOXT5JNNU,39791,0
P6M,CM,False,False,False,True,False,False,False,True,False,2,AUAN582MLI96N,3040,1
P6M,P31M,True,True,True,False,False,False,True,True,False,1,A22ZVWOXT5JNNU,2605,1
PMM,P31M,False,True,True,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,37860,1
P2,PG,False,False,True,True,True,False,True,True,True,2,AUAN582MLI96N,48555,1
P4G,PMG,False,True,False,False,False,True,True,False,True,3,A2K34PD27VKGYG,17040,0
P31M,P6,True,False,False,True,True,False,True,True,False,2,A22ZVWOXT5JNNU,9020,1
P2,P4,False,True,True,True,True,True,True,False,True,1,AUAN582MLI96N,50210,1
PGG,P3,False,False,False,True,True,False,False,True,True,3,A22ZVWOXT5JNNU,28995,1
P4,CM,False,True,True,False,True,False,True,False,True,5,AUAN582MLI96N,23515,1
P4,PG,False,False,True,True,True,False,True,False,True,3,A2K34PD27VKGYG,24176,1
P4M,PG,False,False,False,False,False,False,True,False,True,5,A22ZVWOXT5JNNU,20348,1
P3M1,P4,False,True,True,False,True,False,False,False,True,4,AUAN582MLI96N,12405,0
P6M,PMG,False,False,True,False,False,True,False,True,False,3,A22ZVWOXT5JNNU,1013,1
CM,P4,False,True,True,False,True,False,True,False,True,5,A2K34PD27VKGYG,38681,1
